gene_callers_id	source	accession	function	e_value
177	KeggGhostKoala	K02919	 RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36	0
2418	KeggGhostKoala	K02109	 ATPF0B, atpF; F-type H+-transporting ATPase subunit b	0
1947	KeggGhostKoala	K18989	 vexF; multidrug efflux pump	0
1492	KeggGhostKoala	K01733	 thrC; threonine synthase [EC:4.2.3.1]	0
1268	KeggGhostKoala	K18334	 fucD; L-fuconate dehydratase [EC:4.2.1.68]	0
1970	KeggGhostKoala	K07334	 higB-1; toxin HigB-1	0
546	KeggGhostKoala	K01996	 livF; branched-chain amino acid transport system ATP-binding protein	0
1568	KeggGhostKoala	K03651	 cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	0
1743	KeggGhostKoala	K00640	 cysE; serine O-acetyltransferase [EC:2.3.1.30]	0
1513	KeggGhostKoala	K07712	 glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG	0
2086	KeggGhostKoala	K02232	 cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]	0
1335	KeggGhostKoala	K10561	 rhaQ; rhamnose transport system permease protein	0
1874	KeggGhostKoala	K00526	 E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	0
1315	KeggGhostKoala	K01714	 dapA; 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]	0
897	KeggGhostKoala	K02027	 ABC.MS.S; multiple sugar transport system substrate-binding protein	0
188	KeggGhostKoala	K06925	 tsaE; tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	0
1761	KeggGhostKoala	K05799	 pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	0
30	KeggGhostKoala	K09794	 K09794; uncharacterized protein	0
1259	KeggGhostKoala	K07393	 ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]	0
1471	KeggGhostKoala	K01810	 GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]	0
295	KeggGhostKoala	K07506	 K07506; AraC family transcriptional regulator	0
829	KeggGhostKoala	K10441	 rbsA; ribose transport system ATP-binding protein [EC:3.6.3.17]	0
2241	KeggGhostKoala	K10191	 lacK; lactose/L-arabinose transport system ATP-binding protein	0
1143	KeggGhostKoala	K02035	 ABC.PE.S; peptide/nickel transport system substrate-binding protein	0
994	KeggGhostKoala	K03797	 E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]	0
1521	KeggGhostKoala	K01815	 kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]	0
4	KeggGhostKoala	K00798	 MMAB, pduO; cob(I)alamin adenosyltransferase [EC:2.5.1.17]	0
745	KeggGhostKoala	K00963	 UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	0
2321	KeggGhostKoala	K00340	 nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	0
2546	KeggGhostKoala	K01814	 hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	0
2577	KeggGhostKoala	K07478	 ycaJ; putative ATPase	0
420	KeggGhostKoala	K07277	 SAM50, TOB55, bamA; outer membrane protein insertion porin family	0
2018	KeggGhostKoala	K01191	 MAN2C1; alpha-mannosidase [EC:3.2.1.24]	0
1228	KeggGhostKoala	K06952	 K06952; uncharacterized protein	0
112	KeggGhostKoala	K07649	 tctE; two-component system, OmpR family, sensor histidine kinase TctE [EC:2.7.13.3]	0
768	KeggGhostKoala	K07506	 K07506; AraC family transcriptional regulator	0
2114	KeggGhostKoala	K01812	 uxaC; glucuronate isomerase [EC:5.3.1.12]	0
951	KeggGhostKoala	K01754	 E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	0
1988	KeggGhostKoala	K03560	 tolR; biopolymer transport protein TolR	0
648	KeggGhostKoala	K02871	 RP-L13, MRPL13, rplM; large subunit ribosomal protein L13	0
379	KeggGhostKoala	K10563	 mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	0
2640	KeggGhostKoala	K00606	 panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	0
437	KeggGhostKoala	K00970	 pcnB; poly(A) polymerase [EC:2.7.7.19]	0
1113	KeggGhostKoala	K02890	 RP-L22, MRPL22, rplV; large subunit ribosomal protein L22	0
851	KeggGhostKoala	K01920	 gshB; glutathione synthase [EC:6.3.2.3]	0
2053	KeggGhostKoala	K03790	 rimJ; [ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267]	0
621	KeggGhostKoala	K02027	 ABC.MS.S; multiple sugar transport system substrate-binding protein	0
1444	KeggGhostKoala	K03629	 recF; DNA replication and repair protein RecF	0
1286	KeggGhostKoala	K02032	 ABC.PE.A1; peptide/nickel transport system ATP-binding protein	0
1270	KeggGhostKoala	K02020	 modA; molybdate transport system substrate-binding protein	0
1555	KeggGhostKoala	K01999	 livK; branched-chain amino acid transport system substrate-binding protein	0
202	KeggGhostKoala	K17324	 glpS; glycerol transport system ATP-binding protein	0
1349	KeggGhostKoala	K00325	 pntB; NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	0
2587	KeggGhostKoala	K16907	 K16907; fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-]	0
1470	KeggGhostKoala	K07263	 pqqL; zinc protease [EC:3.4.24.-]	0
213	KeggGhostKoala	K02291	 crtB; 15-cis-phytoene synthase [EC:2.5.1.32]	0
2193	KeggGhostKoala	K00620	 argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	0
445	KeggGhostKoala	K18979	 queG; epoxyqueuosine reductase [EC:1.17.99.6]	0
2213	KeggGhostKoala	K01895	 ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	0
756	KeggGhostKoala	K00404	 ccoN; cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	0
1595	KeggGhostKoala	K06890	 K06890; uncharacterized protein	0
616	KeggGhostKoala	K00035	 gal; D-galactose 1-dehydrogenase [EC:1.1.1.48]	0
2363	KeggGhostKoala	K14980	 chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0
2319	KeggGhostKoala	K00338	 nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	0
2164	KeggGhostKoala	K17323	 glpQ; glycerol transport system permease protein	0
645	KeggGhostKoala	K03655	 recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]	0
353	KeggGhostKoala	K17675	 SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]	0
1042	KeggGhostKoala	K00826	 E2.6.1.42, ilvE; branched-chain amino acid aminotransferase [EC:2.6.1.42]	0
2246	KeggGhostKoala	K02410	 fliG; flagellar motor switch protein FliG	0
1721	KeggGhostKoala	K10112	 msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein	0
842	KeggGhostKoala	K14162	 dnaE2; error-prone DNA polymerase [EC:2.7.7.7]	0
2096	KeggGhostKoala	K09806	 K09806; uncharacterized protein	0
646	KeggGhostKoala	K09159	 cptB; antitoxin CptB	0
1699	KeggGhostKoala	K02275	 coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]	0
2650	KeggGhostKoala	K07390	 grxD, GLRX5; monothiol glutaredoxin	0
2098	KeggGhostKoala	K01835	 pgm; phosphoglucomutase [EC:5.4.2.2]	0
2517	KeggGhostKoala	K17323	 glpQ; glycerol transport system permease protein	0
1971	KeggGhostKoala	K21498	 higA-1; antitoxin HigA-1	0
2019	KeggGhostKoala	K22736	 VIT; vacuolar iron transporter family protein	0
90	KeggGhostKoala	K02015	 ABC.FEV.P; iron complex transport system permease protein	0
518	KeggGhostKoala	K00788	 thiE; thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	0
2378	KeggGhostKoala	K10554	 frcA; fructose transport system ATP-binding protein	0
599	KeggGhostKoala	K00806	 uppS; undecaprenyl diphosphate synthase [EC:2.5.1.31]	0
1106	KeggGhostKoala	K02931	 RP-L5, MRPL5, rplE; large subunit ribosomal protein L5	0
789	KeggGhostKoala	K00108	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	0
2513	KeggGhostKoala	K02484	 K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	0
2192	KeggGhostKoala	K03769	 ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	0
1244	KeggGhostKoala	K20529	 trbD; type IV secretion system protein TrbD	0
2156	KeggGhostKoala	K02193	 ccmA; heme exporter protein A [EC:3.6.3.41]	0
1675	KeggGhostKoala	K18430	 legI, neuB2; N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]	0
677	KeggGhostKoala	K07082	 K07082; UPF0755 protein	0
910	KeggGhostKoala	K02012	 afuA, fbpA; iron(III) transport system substrate-binding protein	0
1703	KeggGhostKoala	K07755	 AS3MT; arsenite methyltransferase [EC:2.1.1.137]	0
1771	KeggGhostKoala	K02389	 flgD; flagellar basal-body rod modification protein FlgD	0
118	KeggGhostKoala	K03110	 ftsY; fused signal recognition particle receptor	0
702	KeggGhostKoala	K01807	 rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	0
20	KeggGhostKoala	K01998	 livM; branched-chain amino acid transport system permease protein	0
245	KeggGhostKoala	K02040	 pstS; phosphate transport system substrate-binding protein	0
479	KeggGhostKoala	K00820	 glmS, GFPT; glucosamine---fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	0
246	KeggGhostKoala	K02037	 pstC; phosphate transport system permease protein	0
1701	KeggGhostKoala	K02257	 COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]	0
960	KeggGhostKoala	K03337	 iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]	0
721	KeggGhostKoala	K04094	 trmFO, gid; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	0
565	KeggGhostKoala	K06168	 miaB; tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	0
816	KeggGhostKoala	K14980	 chvG; two-component system, OmpR family, sensor histidine kinase ChvG [EC:2.7.13.3]	0
1046	KeggGhostKoala	K12508	 fcs; feruloyl-CoA synthase [EC:6.2.1.34]	0
606	KeggGhostKoala	K01048	 pldB; lysophospholipase [EC:3.1.1.5]	0
167	KeggGhostKoala	K01586	 lysA; diaminopimelate decarboxylase [EC:4.1.1.20]	0
2305	KeggGhostKoala	K13633	 ftrA; AraC family transcriptional regulator, transcriptional activator FtrA	0
1501	KeggGhostKoala	K01079	 serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	0
2142	KeggGhostKoala	K17317	 gtsC, glcG; glucose/mannose transport system permease protein	0
25	KeggGhostKoala	K19222	 menI, DHNAT; 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	0
2185	KeggGhostKoala	K20528	 trbC; type IV secretion system protein TrbC	0
317	KeggGhostKoala	K01704	 leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	0
1914	KeggGhostKoala	K01867	 WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	0
1802	KeggGhostKoala	K02483	 K02483; two-component system, OmpR family, response regulator	0
1848	KeggGhostKoala	K03477	 ulaR; DeoR family transcriptional regulator, ulaG and ulaABCDEF operon transcriptional repressor	0
2247	KeggGhostKoala	K02409	 fliF; flagellar M-ring protein FliF	0
2592	KeggGhostKoala	K21062	 lhpC; 1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22]	0
229	KeggGhostKoala	K00859	 coaE; dephospho-CoA kinase [EC:2.7.1.24]	0
698	KeggGhostKoala	K01626	 E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	0
972	KeggGhostKoala	K00799	 GST, gst; glutathione S-transferase [EC:2.5.1.18]	0
39	KeggGhostKoala	K03521	 fixA, etfB; electron transfer flavoprotein beta subunit	0
2559	KeggGhostKoala	K00955	 cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	0
23	KeggGhostKoala	K01897	 ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]	0
2106	KeggGhostKoala	K11209	 yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	0
1693	KeggGhostKoala	K05820	 hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter	0
2626	KeggGhostKoala	K12262	 cybB; cytochrome b561	0
2519	KeggGhostKoala	K00111	 glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	0
1392	KeggGhostKoala	K12511	 tadC; tight adherence protein C	0
804	KeggGhostKoala	K00077	 panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	0
1666	KeggGhostKoala	K07245	 pcoD; copper resistance protein D	0
1619	KeggGhostKoala	K10823	 oppF; oligopeptide transport system ATP-binding protein	0
2359	KeggGhostKoala	K07304	 msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	0
415	KeggGhostKoala	K09903	 pyrH; uridylate kinase [EC:2.7.4.22]	0
547	KeggGhostKoala	K01995	 livG; branched-chain amino acid transport system ATP-binding protein	0
2377	KeggGhostKoala	K02015	 ABC.FEV.P; iron complex transport system permease protein	0
1779	KeggGhostKoala	K01591	 pyrF; orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	0
2312	KeggGhostKoala	K01734	 mgsA; methylglyoxal synthase [EC:4.2.3.3]	0
1629	KeggGhostKoala	K02031	 ABC.PE.A; peptide/nickel transport system ATP-binding protein	0
774	KeggGhostKoala	K09972	 aapP, bztD; general L-amino acid transport system ATP-binding protein [EC:3.6.3.-]	0
2645	KeggGhostKoala	K01776	 murI; glutamate racemase [EC:5.1.1.3]	0
1279	KeggGhostKoala	K07126	 K07126; uncharacterized protein	0
1835	KeggGhostKoala	K00376	 nosZ; nitrous-oxide reductase [EC:1.7.2.4]	0
2234	KeggGhostKoala	K00575	 cheR; chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	0
1364	KeggGhostKoala	K02197	 ccmE; cytochrome c-type biogenesis protein CcmE	0
847	KeggGhostKoala	K00240	 sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	0
428	KeggGhostKoala	K02016	 ABC.FEV.S; iron complex transport system substrate-binding protein	0
1918	KeggGhostKoala	K01874	 MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	0
1570	KeggGhostKoala	K02342	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	0
1260	KeggGhostKoala	K01956	 carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	0
2570	KeggGhostKoala	K07080	 K07080; uncharacterized protein	0
2458	KeggGhostKoala	K10560	 rhaP; rhamnose transport system permease protein	0
184	KeggGhostKoala	K02793	 PTS-Man-EIIA, manX; PTS system, mannose-specific IIA component [EC:2.7.1.191]	0
40	KeggGhostKoala	K03522	 fixB, etfA; electron transfer flavoprotein alpha subunit	0
26	KeggGhostKoala	K01092	 E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	0
1367	KeggGhostKoala	K01682	 acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	0
1064	KeggGhostKoala	K03462	 NAMPT; nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	0
2230	KeggGhostKoala	K03407	 cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]	0
1623	KeggGhostKoala	K02035	 ABC.PE.S; peptide/nickel transport system substrate-binding protein	0
955	KeggGhostKoala	K00053	 ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	0
1394	KeggGhostKoala	K02502	 hisZ; ATP phosphoribosyltransferase regulatory subunit	0
1077	KeggGhostKoala	K02342	 dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]	0
2169	KeggGhostKoala	K10232	 aglE, ggtB; alpha-glucoside transport system substrate-binding protein	0
2549	KeggGhostKoala	K00046	 idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	0
703	KeggGhostKoala	K00762	 pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10]	0
2507	KeggGhostKoala	K03734	 apbE; FAD:protein FMN transferase [EC:2.7.1.180]	0
992	KeggGhostKoala	K08311	 nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	0
1815	KeggGhostKoala	K00167	 BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	0
1724	KeggGhostKoala	K01998	 livM; branched-chain amino acid transport system permease protein	0
483	KeggGhostKoala	K02469	 gyrA; DNA gyrase subunit A [EC:5.99.1.3]	0
1306	KeggGhostKoala	K02600	 nusA; N utilization substance protein A	0
1348	KeggGhostKoala	K00324	 pntA; NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	0
289	KeggGhostKoala	K03642	 rlpA; rare lipoprotein A	0
1097	KeggGhostKoala	K00939	 adk, AK; adenylate kinase [EC:2.7.4.3]	0
1202	KeggGhostKoala	K02621	 parC; topoisomerase IV subunit A [EC:5.99.1.-]	0
6	KeggGhostKoala	K01644	 citE; citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]	0
559	KeggGhostKoala	K01190	 lacZ; beta-galactosidase [EC:3.2.1.23]	0
855	KeggGhostKoala	K13292	 lgt, umpA; phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]	0
1174	KeggGhostKoala	K03073	 secE; preprotein translocase subunit SecE	0
2534	KeggGhostKoala	K01740	 metY; O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	0
372	KeggGhostKoala	K02529	 lacI, galR; LacI family transcriptional regulator	0
19	KeggGhostKoala	K01997	 livH; branched-chain amino acid transport system permease protein	0
203	KeggGhostKoala	K17325	 K17325, glpT; glycerol transport system ATP-binding protein	0
2408	KeggGhostKoala	K03168	 topA; DNA topoisomerase I [EC:5.99.1.2]	0
2266	KeggGhostKoala	K01494	 dcd; dCTP deaminase [EC:3.5.4.13]	0
1942	KeggGhostKoala	K05786	 rarD; chloramphenicol-sensitive protein RarD	0
2504	KeggGhostKoala	K18382	 adh1; NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	0
1655	KeggGhostKoala	K19265	 gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	0
197	KeggGhostKoala	K03589	 ftsQ; cell division protein FtsQ	0
864	KeggGhostKoala	K01433	 purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]	0
1409	KeggGhostKoala	K01533	 copB; Cu2+-exporting ATPase [EC:3.6.3.4]	0
2041	KeggGhostKoala	K01881	 PARS, proS; prolyl-tRNA synthetase [EC:6.1.1.15]	0
1292	KeggGhostKoala	K07223	 yfeX; porphyrinogen peroxidase [EC:1.11.1.-]	0
1990	KeggGhostKoala	K07107	 ybgC; acyl-CoA thioester hydrolase [EC:3.1.2.-]	0
2228	KeggGhostKoala	K01082	 cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	0
49	KeggGhostKoala	K03648	 UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]	0
265	KeggGhostKoala	K01995	 livG; branched-chain amino acid transport system ATP-binding protein	0
1756	KeggGhostKoala	K01273	 DPEP; membrane dipeptidase [EC:3.4.13.19]	0
844	KeggGhostKoala	K00241	 sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	0
472	KeggGhostKoala	K03830	 yafP; putative acetyltransferase [EC:2.3.1.-]	0
1652	KeggGhostKoala	K09988	 lyxA; D-lyxose ketol-isomerase [EC:5.3.1.15]	0
795	KeggGhostKoala	K00046	 idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	0
1746	KeggGhostKoala	K00480	 E1.14.13.1; salicylate hydroxylase [EC:1.14.13.1]	0
2285	KeggGhostKoala	K01609	 trpC; indole-3-glycerol phosphate synthase [EC:4.1.1.48]	0
2327	KeggGhostKoala	K03426	 E3.6.1.22, NUDT12, nudC; NAD+ diphosphatase [EC:3.6.1.22]	0
129	KeggGhostKoala	K03406	 mcp; methyl-accepting chemotaxis protein	0
2615	KeggGhostKoala	K07313	 pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]	0
1808	KeggGhostKoala	K03734	 apbE; FAD:protein FMN transferase [EC:2.7.1.180]	0
2242	KeggGhostKoala	K01190	 lacZ; beta-galactosidase [EC:3.2.1.23]	0
48	KeggGhostKoala	K00108	 betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	0
878	KeggGhostKoala	K11443	 divK; two-component system, cell cycle response regulator DivK	0
2655	KeggGhostKoala	K01923	 purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	0
1309	KeggGhostKoala	K00789	 metK; S-adenosylmethionine synthetase [EC:2.5.1.6]	0
845	KeggGhostKoala	K00242	 sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	0
1449	KeggGhostKoala	K00626	 E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	0
2322	KeggGhostKoala	K00341	 nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	0
529	KeggGhostKoala	K07080	 K07080; uncharacterized protein	0
64	KeggGhostKoala	K00333	 nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	0
1252	KeggGhostKoala	K02111	 ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:7.1.2.2]	0
335	KeggGhostKoala	K10219	 ligC; 2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312]	0
736	KeggGhostKoala	K01524	 ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	0
1374	KeggGhostKoala	K03335	 iolE; inosose dehydratase [EC:4.2.1.44]	0
1764	KeggGhostKoala	K09796	 pccA; periplasmic copper chaperone A	0
1749	KeggGhostKoala	K06891	 clpS; ATP-dependent Clp protease adaptor protein ClpS	0
63	KeggGhostKoala	K00334	 nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	0
754	KeggGhostKoala	K00407	 ccoQ; cytochrome c oxidase cbb3-type subunit IV	0
1695	KeggGhostKoala	K02050	 ABC.SN.P; NitT/TauT family transport system permease protein	0
2409	KeggGhostKoala	K04096	 smf; DNA processing protein	0
2155	KeggGhostKoala	K02194	 ccmB; heme exporter protein B	0
2179	KeggGhostKoala	K00703	 glgA; starch synthase [EC:2.4.1.21]	0
2420	KeggGhostKoala	K02108	 ATPF0A, atpB; F-type H+-transporting ATPase subunit a	0
2275	KeggGhostKoala	K02396	 flgK; flagellar hook-associated protein 1 FlgK	0
354	KeggGhostKoala	K03919	 alkB; DNA oxidative demethylase [EC:1.14.11.33]	0
755	KeggGhostKoala	K00405	 ccoO; cytochrome c oxidase cbb3-type subunit II	0
904	KeggGhostKoala	K03497	 parB, spo0J; chromosome partitioning protein, ParB family	0
786	KeggGhostKoala	K00957	 cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	0
1636	KeggGhostKoala	K00616	 E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]	0
687	KeggGhostKoala	K01775	 alr; alanine racemase [EC:5.1.1.1]	0
1112	KeggGhostKoala	K02982	 RP-S3, rpsC; small subunit ribosomal protein S3	0
2200	KeggGhostKoala	K02056	 ABC.SS.A; simple sugar transport system ATP-binding protein [EC:3.6.3.17]	0
172	KeggGhostKoala	K10227	 smoE, mtlE; sorbitol/mannitol transport system substrate-binding protein	0
456	KeggGhostKoala	K08316	 rsmD; 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]	0
1525	KeggGhostKoala	K17239	 inoG; inositol-phosphate transport system permease protein	0
251	KeggGhostKoala	K02493	 hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]	0
963	KeggGhostKoala	K02575	 NRT, narK, nrtP, nasA; MFS transporter, NNP family, nitrate/nitrite transporter	0
1790	KeggGhostKoala	K03701	 uvrA; excinuclease ABC subunit A	0
127	KeggGhostKoala	K02026	 ABC.MS.P1; multiple sugar transport system permease protein	0
1296	KeggGhostKoala	K13592	 rcdA; regulator of CtrA degradation	0
113	KeggGhostKoala	K01647	 CS, gltA; citrate synthase [EC:2.3.3.1]	0
512	KeggGhostKoala	K19591	 cueR; MerR family transcriptional regulator, copper efflux regulator	0
693	KeggGhostKoala	K03823	 pat; phosphinothricin acetyltransferase [EC:2.3.1.183]	0
44	KeggGhostKoala	K02057	 ABC.SS.P; simple sugar transport system permease protein	0
2037	KeggGhostKoala	K02337	 dnaE; DNA polymerase III subunit alpha [EC:2.7.7.7]	0
743	KeggGhostKoala	K02556	 motA; chemotaxis protein MotA	0
1391	KeggGhostKoala	K12510	 tadB; tight adherence protein B	0
1783	KeggGhostKoala	K01192	 E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	0
2177	KeggGhostKoala	K00700	 GBE1, glgB; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]	0
347	KeggGhostKoala	K06920	 queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	0
2372	KeggGhostKoala	K03406	 mcp; methyl-accepting chemotaxis protein	0
82	KeggGhostKoala	K00945	 cmk; CMP/dCMP kinase [EC:2.7.4.25]	0
1390	KeggGhostKoala	K02283	 cpaF, tadA; pilus assembly protein CpaF	0
1651	KeggGhostKoala	K01192	 E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	0
2477	KeggGhostKoala	K03497	 parB, spo0J; chromosome partitioning protein, ParB family	0
55	KeggGhostKoala	K12262	 cybB; cytochrome b561	0
2647	KeggGhostKoala	K02986	 RP-S4, rpsD; small subunit ribosomal protein S4	0
1969	KeggGhostKoala	K02520	 infC, MTIF3; translation initiation factor IF-3	0
879	KeggGhostKoala	K02488	 pleD; two-component system, cell cycle response regulator [EC:2.7.7.65]	0
306	KeggGhostKoala	K06911	 K06911; uncharacterized protein	0
974	KeggGhostKoala	K15268	 eamA; O-acetylserine/cysteine efflux transporter	0
1356	KeggGhostKoala	K07716	 pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]	0
1039	KeggGhostKoala	K08744	 CRLS; cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	0
1298	KeggGhostKoala	K06147	 ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	0
346	KeggGhostKoala	K01737	 queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	0
1621	KeggGhostKoala	K02034	 ABC.PE.P1; peptide/nickel transport system permease protein	0
1107	KeggGhostKoala	K02895	 RP-L24, MRPL24, rplX; large subunit ribosomal protein L24	0
2565	KeggGhostKoala	K02025	 ABC.MS.P; multiple sugar transport system permease protein	0
1544	KeggGhostKoala	K02956	 RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15	0
2035	KeggGhostKoala	K03116	 tatA; sec-independent protein translocase protein TatA	0
2326	KeggGhostKoala	K00799	 GST, gst; glutathione S-transferase [EC:2.5.1.18]	0
