Contig,Position,s82A_T1_SORTED_FILTERED-A,s82A_T1_SORTED_FILTERED-C,s82A_T1_SORTED_FILTERED-G,s82A_T1_SORTED_FILTERED-T,s82A_T2_SORTED_FILTERED-A,s82A_T2_SORTED_FILTERED-C,s82A_T2_SORTED_FILTERED-G,s82A_T2_SORTED_FILTERED-T,s82A_T3_SORTED_FILTERED-A,s82A_T3_SORTED_FILTERED-C,s82A_T3_SORTED_FILTERED-G,s82A_T3_SORTED_FILTERED-T,s82A_T4_SORTED_FILTERED-A,s82A_T4_SORTED_FILTERED-C,s82A_T4_SORTED_FILTERED-G,s82A_T4_SORTED_FILTERED-T,s82A_T5_SORTED_FILTERED-A,s82A_T5_SORTED_FILTERED-C,s82A_T5_SORTED_FILTERED-G,s82A_T5_SORTED_FILTERED-T,s82A_T6_SORTED_FILTERED-A,s82A_T6_SORTED_FILTERED-C,s82A_T6_SORTED_FILTERED-G,s82A_T6_SORTED_FILTERED-T,s82A_T7_SORTED_FILTERED-A,s82A_T7_SORTED_FILTERED-C,s82A_T7_SORTED_FILTERED-G,s82A_T7_SORTED_FILTERED-T,s82A_T8_SORTED_FILTERED-A,s82A_T8_SORTED_FILTERED-C,s82A_T8_SORTED_FILTERED-G,s82A_T8_SORTED_FILTERED-T
1107,7858,0,94,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,7738,87,0,7,0,0,0,0,0,9,0,36,0,30,0,17,0,4,0,8,0,21,0,26,0,0,0,0,0,0,0,0,0
1107,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,0,0
1107,7729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,43,0,0,0,0,0,0,0,0,0
1107,7705,0,0,0,0,0,0,0,0,2,39,0,0,1,50,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0
1108,8324,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,4,0,6,0,4,0,53,0,9,0,0,0,0,0,0,0,0
1108,8318,0,0,0,0,0,0,0,0,0,0,0,0,4,46,0,0,0,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0
1108,8198,0,0,0,0,0,0,0,0,0,0,0,0,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,8111,0,0,0,0,0,0,0,0,48,0,5,0,32,0,17,0,7,0,3,0,20,0,19,0,0,0,0,0,0,0,0,0
1108,8042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,0
1108,8012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,0,0,0,0,0,0,0,0
1109,8628,0,0,0,0,0,0,0,0,35,0,0,10,16,0,0,23,9,0,0,1,17,0,1,19,0,0,0,0,0,0,0,0
1109,8622,83,0,1,4,0,0,0,0,13,1,0,31,23,1,0,16,1,0,0,10,19,0,2,19,0,0,0,0,0,0,0,0
1109,8616,86,0,7,0,0,0,0,0,14,0,33,0,23,0,20,0,1,0,10,0,20,0,21,0,0,0,0,0,0,0,0,0
1109,8610,7,82,0,0,0,0,0,0,35,14,0,0,22,25,0,0,9,1,0,0,22,20,0,2,0,0,0,0,0,0,0,0
1109,8576,61,0,16,0,0,0,0,0,2,0,48,0,9,0,40,0,0,0,0,0,7,0,42,0,0,0,0,0,0,0,0,0
1111,9351,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,4,0,0,0,0,1,36,0,7,0,0,0,0,0,0,0,0
1111,9291,74,0,1,4,0,0,0,0,28,0,0,44,32,0,0,20,0,0,0,0,27,0,0,19,0,0,0,0,0,0,0,0
1111,9279,0,0,0,0,0,0,0,0,19,1,0,49,6,0,0,45,0,0,0,0,8,0,0,29,0,0,0,0,0,0,0,0
1111,9234,0,0,0,0,0,0,0,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9222,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,54,0,0,0,0,0,7,0,27,0,0,0,0,0,0,0,0
1111,9219,0,0,0,0,0,0,0,0,52,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9216,0,0,0,0,0,0,0,0,0,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9204,0,0,0,0,0,0,0,0,0,57,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9177,0,0,0,0,0,0,0,0,64,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9099,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9096,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9094,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9081,0,34,5,0,0,0,0,0,0,27,33,0,0,19,20,0,0,0,0,0,0,14,25,0,0,5,6,0,0,0,0,0
1111,9075,0,0,0,0,0,0,0,0,35,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9069,0,0,0,0,0,0,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9042,0,0,0,0,0,0,0,0,32,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,9021,0,0,0,0,0,0,0,0,0,28,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,10119,0,0,0,0,0,0,0,0,0,11,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,10118,0,0,0,0,0,0,0,0,0,75,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9951,0,0,0,0,0,0,0,0,0,6,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9936,68,0,7,0,0,0,0,0,3,0,43,0,28,0,20,0,0,0,0,0,15,0,26,0,0,0,0,0,0,0,0,0
1112,9840,0,0,0,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9807,0,0,0,0,0,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9789,6,0,73,0,0,0,0,0,34,0,7,0,19,0,22,0,0,0,0,0,35,0,15,0,0,0,0,0,0,0,0,0
1112,9732,0,0,0,0,0,0,0,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9726,0,0,0,0,0,0,0,0,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9690,0,0,0,0,0,0,0,0,0,0,11,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9687,0,0,0,0,0,0,0,0,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,9657,0,0,0,0,0,0,0,0,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10457,0,0,0,0,0,0,0,0,0,0,39,42,0,0,0,0,0,0,0,0,0,0,36,5,0,0,0,0,0,0,0,0
1113,10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0
1113,10367,0,5,0,65,0,0,0,0,0,33,0,53,0,22,0,23,0,0,0,0,0,23,0,20,0,0,0,0,0,0,0,0
1113,10346,0,0,0,0,0,0,0,0,43,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10343,0,0,0,0,0,0,0,0,35,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10337,0,0,0,0,0,0,0,0,32,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10289,0,0,0,0,0,0,0,0,50,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10283,0,0,0,0,0,0,0,0,51,0,39,0,21,0,30,0,0,0,0,0,36,0,20,0,0,0,0,0,0,0,0,0
1113,10262,0,0,0,0,0,0,0,0,60,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10208,0,0,0,0,0,0,0,0,66,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,10205,7,0,68,0,0,0,0,0,63,0,35,0,30,0,29,0,10,0,4,0,39,0,20,1,0,0,0,0,0,0,0,0
1113,10169,0,7,0,73,0,0,0,0,0,64,0,28,0,28,0,30,0,0,0,0,0,43,0,23,0,0,0,0,0,0,0,0
1114,10780,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46,0,0,0,0,2,10,0,61,0,0,0,0,0,0,0,0
1114,10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,4,0,0,0,0,0,0,0,0,0
1114,10741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,60,0,0,0,0,0,0,0,0
1114,10693,9,0,60,0,0,0,0,0,50,0,44,0,31,0,36,0,0,0,0,0,31,0,25,0,1,0,10,0,0,0,0,0
1114,10672,0,0,0,0,0,0,0,0,58,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,0,0,0
1114,10663,0,66,0,9,0,0,0,0,0,42,0,44,0,41,0,27,0,0,0,0,0,22,0,26,0,0,0,0,0,0,0,0
1114,10657,0,0,0,0,0,0,0,0,34,54,0,0,0,0,0,0,0,0,0,0,6,42,1,0,0,0,0,0,0,0,0,0
1114,10615,0,0,0,0,0,0,0,0,44,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,10588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,52,0,0,0,0,0,0,0,0
1114,10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,54,0,0,0,0,0,0,0,0
1114,10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,12,0,0,0,0,0,0,0,0,0
1115,11629,0,0,0,0,0,0,0,0,0,45,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11578,0,0,0,0,0,0,0,0,45,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11577,0,0,0,0,0,0,0,0,46,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11575,0,0,0,0,0,0,0,0,47,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11576,0,0,0,0,0,0,0,0,0,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11539,0,0,0,0,0,0,0,0,28,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11485,0,0,0,0,0,0,0,0,34,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11461,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11451,0,0,0,0,0,0,0,0,21,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11448,0,0,0,0,0,0,0,0,0,17,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11431,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,56,0,0,0,0,0,0,0,0,0
1115,11407,0,5,0,73,0,0,0,0,0,33,0,21,0,13,1,20,0,6,1,4,0,30,9,26,0,0,0,0,0,0,0,0
1115,11404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,54,0,0,0,0,0,0,0,0
1115,11398,6,0,74,0,0,0,0,0,48,0,5,0,14,0,19,0,0,0,0,0,38,0,26,0,0,0,0,0,0,0,0,0
1115,11368,0,0,0,0,0,0,0,0,36,0,18,0,0,0,0,0,0,0,0,0,50,0,11,0,0,0,0,0,0,0,0,0
1115,11314,0,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11313,0,0,0,0,0,0,0,0,35,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11293,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,3,0,0,0,0,44,0,0,4,0,0,0,0,0,0,0,0
1115,11290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,42,0,0,0,0,0,0,0,0
1115,11233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4,0,0,0,0,0,0,0,0
1115,11203,0,0,0,0,0,0,0,0,33,0,0,13,40,0,0,4,0,0,0,0,39,0,0,6,0,0,0,0,0,0,0,0
1115,11197,0,0,0,0,0,0,0,0,16,34,0,0,2,36,0,5,0,0,0,0,0,39,0,6,0,0,0,0,0,0,0,0
1115,11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,0,0,0,0,0,0
1115,11194,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,39,0,6,0,0,0,0,0,0,0,0,0
1115,11188,0,0,0,0,0,0,0,0,19,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11185,8,0,70,0,0,0,0,0,50,0,7,0,26,0,12,0,0,0,0,0,28,0,16,0,0,0,0,0,0,0,0,0
1115,11110,0,0,0,0,0,0,0,0,37,0,38,0,38,0,7,0,0,0,0,0,42,0,8,0,0,0,0,0,0,0,0,0
1115,11086,0,0,0,0,0,0,0,0,44,31,0,0,0,42,4,0,0,0,0,0,1,41,9,0,0,0,0,0,0,0,0,0
1115,10948,0,0,0,0,0,0,0,0,0,26,0,43,0,0,0,0,0,0,0,0,0,13,0,48,0,0,0,0,0,0,0,0
1115,10945,0,0,0,0,0,0,0,0,43,0,25,0,0,0,0,0,0,0,0,0,47,0,13,1,0,0,0,0,0,0,0,0
1115,10897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,67,0,0,0,0,0,0,0,0
1115,10885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0,0,0,0,0,0,0
1116,11953,0,0,0,0,0,0,0,0,43,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,11939,0,0,0,0,0,0,0,0,0,64,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,11847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0
1116,11841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,48,0,0,0,0,0,0,0,0,0
1116,11836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,4,0,0,0,0,0,0,0,0
1116,11781,0,0,0,0,0,0,0,0,40,0,48,0,0,0,0,0,0,0,0,0,5,0,47,0,0,0,0,0,0,0,0,0
1116,11730,0,0,0,0,0,0,0,0,0,0,0,0,5,0,53,0,0,0,0,0,12,0,47,0,0,0,0,0,0,0,0,0
1116,11717,0,0,0,0,0,0,0,0,0,43,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12484,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12409,54,0,7,0,0,0,0,0,98,0,5,0,28,0,15,0,0,0,0,0,41,0,10,0,0,0,0,0,0,0,0,0
1117,12406,0,0,0,0,0,0,0,0,62,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12385,0,0,0,0,0,0,0,0,39,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12349,0,6,0,52,0,0,0,0,0,7,0,85,0,16,0,31,0,0,0,0,0,5,0,38,0,0,0,0,0,0,0,0
1117,12337,0,0,0,0,0,0,0,0,58,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12277,0,0,0,0,0,0,0,0,31,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12268,0,0,0,0,0,0,0,0,58,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12235,0,0,0,0,0,0,0,0,24,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12220,6,0,74,0,0,0,0,0,0,0,0,0,51,0,3,0,13,0,3,0,40,0,10,0,0,0,0,0,0,0,0,0
1117,12217,0,0,0,0,0,0,0,0,0,62,0,19,0,35,0,19,0,0,0,0,0,40,0,10,0,6,0,7,0,0,0,0
1117,12197,0,0,0,0,0,0,0,0,69,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12190,0,0,0,0,0,0,0,0,67,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12142,0,0,0,0,0,0,0,0,13,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12133,0,0,0,0,0,0,0,0,70,0,3,0,39,0,27,0,0,0,0,0,47,0,12,0,4,0,9,0,0,0,0,0
1117,12113,0,0,0,0,0,0,0,0,63,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12100,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,40,0,0,0,0,0,6,0,54,0,7,0,4,0,0,0,0
1117,12091,0,0,0,0,0,0,0,0,58,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12085,0,0,0,0,0,0,0,0,0,0,57,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12070,0,0,0,0,0,0,0,0,24,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,12057,0,0,0,0,0,0,0,0,27,0,60,0,8,0,46,0,0,0,0,0,5,0,59,0,0,0,0,0,0,0,0,0
1117,12052,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,47,0,0,0,0,0,6,0,60,0,0,0,0,0,0,0,0
1117,12028,0,0,0,0,0,0,0,0,59,0,43,0,24,0,25,0,0,0,0,0,44,0,21,0,8,0,4,0,0,0,0,0
1118,13236,0,0,0,0,0,0,0,0,40,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13224,0,0,0,0,0,0,0,0,12,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13212,0,0,0,0,0,0,0,0,0,38,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13203,0,0,0,0,0,0,0,0,0,14,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13202,0,0,0,0,0,0,0,0,37,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13196,0,0,0,0,0,0,0,0,13,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13191,0,0,0,0,0,0,0,0,35,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,51,0,0,0,0,0,0,0,0
1118,13086,0,0,0,0,0,0,0,0,44,1,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,13002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,9,0,0,0,0,0,0,0,0,0
1118,12963,0,0,0,0,0,0,0,0,0,48,0,36,0,0,0,0,0,0,0,0,0,53,0,6,0,0,0,0,0,0,0,0
1118,12930,0,0,0,0,0,0,0,0,47,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12924,0,0,0,0,0,0,0,0,0,33,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,0,0,0,0,0,0,0,0
1118,12926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,54,0,0,0,0,0,0,0,0,0
1118,12921,0,0,0,0,0,0,0,0,32,0,45,0,0,0,0,0,0,0,0,0,5,0,54,0,0,0,0,0,0,0,0,0
1118,12918,0,0,0,0,0,0,0,0,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,6,0,0,0,0,0,0,0,0
1118,12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,6,0,0,0,0,0,0,0,0,0
1118,12819,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,54,0,0,0,0,0,5,0,59,0,0,0,0,0,0,0,0
1118,12767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,4,0,0,0,0,0,0,0,0
1118,12753,0,0,0,0,0,0,0,0,30,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12747,0,0,0,0,0,0,0,0,30,0,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12743,0,0,0,0,0,0,0,0,45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12737,0,0,0,0,0,0,0,0,0,46,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12693,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12687,0,0,0,0,0,0,0,0,48,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12654,0,0,0,0,0,0,0,0,28,0,0,45,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,12651,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,13574,0,0,0,0,0,0,0,0,32,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,13552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,7,0,0,0,0,0,0,0,0,0
1119,13538,0,0,0,0,0,0,0,0,0,0,47,31,0,0,0,0,0,0,0,0,0,0,55,6,0,0,0,0,0,0,0,0
1119,13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,10,0,0,0,0,0,0,0,0
1119,13454,0,0,0,0,0,0,0,0,0,57,0,38,0,0,0,0,0,0,0,0,0,60,0,5,0,0,0,0,0,0,0,0
1119,13400,0,0,0,0,0,0,0,0,62,0,33,0,50,0,7,0,8,0,2,0,58,0,5,0,0,0,0,0,0,0,0,0
1119,13367,0,0,0,0,0,0,0,0,0,38,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,13352,0,0,0,0,0,0,0,0,33,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,13343,0,0,0,0,0,0,0,0,0,60,0,36,0,61,0,4,0,0,0,0,0,54,0,7,0,0,0,0,0,0,0,0
1119,13334,0,0,0,0,0,0,0,0,62,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,2020,0,0,0,0,0,0,0,0,0,56,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,4,0,0,0,0,0,0,0,0
1176,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,53,0,0,0,0,0,0,0,0
1176,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,0,2,0,0,0,0,0,0,0,0
1176,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,4,0,0,0,0,0,0,0,0
1176,2164,4,0,80,0,0,0,0,0,105,0,7,0,32,0,25,0,0,0,0,0,60,1,20,0,0,0,0,0,0,0,0,0
1176,2224,0,0,0,0,0,0,0,0,95,0,8,0,38,0,32,0,0,0,0,0,47,0,14,0,0,0,0,0,0,0,0,0
1176,2230,0,0,0,0,0,0,0,0,0,9,0,94,0,33,0,38,0,0,0,0,0,14,0,45,0,0,0,0,0,0,0,0
1176,2302,0,0,5,78,0,0,0,0,0,0,48,48,1,0,19,34,0,0,0,0,0,0,25,18,0,0,12,4,0,0,0,0
1176,2311,0,0,0,0,0,0,0,0,42,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,2365,66,10,0,0,0,0,0,0,51,38,0,0,24,22,0,0,0,0,0,0,11,28,0,0,0,0,0,0,0,0,0,0
1176,2380,0,10,0,61,0,0,0,0,0,34,0,48,0,17,0,28,0,0,0,0,0,27,0,14,0,6,0,4,0,0,0,0
1177,2454,0,0,1,24,0,0,0,0,0,38,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2461,10,0,0,7,0,0,0,0,4,0,0,53,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2467,4,0,7,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,2469,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0
1177,2475,0,0,0,0,0,0,0,0,0,12,0,35,0,6,0,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0
1177,2478,0,0,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0
