scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	population_divergent_sites	consensus_divergent_sites
NORP83_331	3257	44.74608535462082	1.0	0.0036810384104181133	46	10.114982375877588	0.17726497440265426	0.9570156585815168	1.0	0.0	0.0041250738305210755	0.0	0.3122505373042677	0.9955085017645172	0.998716714789862	4	21	25	4	14
NORP83_332	7218	44.578553615960104	0.9994458298697699	0.003588961463264928	47	13.321992059893134	0.15681616103370533	0.92587974508174	1.0	0.0	0.0034336357664079826	0.0	0.3970628983097811	0.9953613646565912	0.9983540326200808	11	38	49	11	31
NORP83_333	3565	32.70406732117812	0.9983169705469844	0.0045864344167185775	43	21.40023194631116	0.35846737268934936	0.638148667601683	0.9999999999997126	0.0	0.004694294344794181	0.0	0.2802244039270687	0.9956043956043956	0.9982417582417582	4	15	19	4	10
NORP83_334	5909	40.47063800981554	0.9994922998815366	0.0030606234048191627	44	14.101643422495645	0.18346342017650166	0.8720595701472329	0.9999999999999996	0.0	0.003404833537001495	0.0	0.25909629378913523	0.9959247040558896	0.9976712594605084	12	21	33	12	21
NORP83_335	9402	44.02680280791321	0.9996809189534142	0.003649219952051253	47	14.75760774492802	0.15220500592507533	0.9141671984684108	1.0	0.0	0.0030872765556370085	0.0	0.404594767070836	0.9932518906340896	0.996393251890634	31	55	86	31	58
NORP83_336	10344	49.48830239752513	1.0	0.004378904253078186	51	12.136654964000867	0.11933717232919056	0.9531129156999226	1.0	0.0	0.004111114929855275	0.0	0.5784029389017789	0.9919870169388376	0.997058525205396	29	88	117	29	79
NORP83_337	3430	35.168804664723034	0.9997084548104956	0.00451688715396259	40	16.973236196072776	0.2898550773573549	0.7688046647230321	0.9999999999999674	0.0	0.0033430463694053003	0.0	0.2641399416909621	0.9859689040576411	0.9950701554797118	13	26	39	13	37
NORP83_338	3613	44.06448934403542	1.0	0.004057778270943446	49	15.26421942587	0.2539807080819837	0.8942706891779685	1.0	0.0	0.0037902411399765024	0.0	0.4707998892886798	0.9962859795728876	0.9996904982977406	1	28	29	1	12
NORP83_339	7624	48.54800629590766	0.9979013641133264	0.003986694545985881	48	13.821273492588821	0.1583015258164465	0.9799317943336832	1.0	0.0	0.005133874105499925	0.0	0.4205141657922351	0.9963860259670728	0.9990630437692409	7	45	52	7	27
NORP83_34	3589	42.61967121760936	0.998885483421566	0.0036524874996151095	44	10.07525115148027	0.1682014222316452	0.9615491780440234	1.0	0.0	0.001796373762346204	0.0	0.1997770966843132	0.9950738916256158	0.9968125181106926	11	15	26	11	17
NORP83_340	4374	47.09693644261546	0.9990855052583448	0.0041023648409289635	50	13.479063842952161	0.2038308857248821	0.9519890260631	1.0	0.0	0.0037357703149577533	0.0	0.5253772290809328	0.9920749279538904	0.9963976945244956	15	31	46	15	33
NORP83_341	3258	25.100675260896253	0.9742173112338858	0.0046861538855099685	20	20.70590478820837	0.3628150830580608	0.5042971147943524	0.9999999997632216	0.0	0.005393398039549302	0.0	0.15807243707796195	0.9975654290931224	0.9993913572732804	1	10	11	1	4
NORP83_342	7029	39.41314553990609	0.9987195902688859	0.0035383351551789843	44	17.835985600003518	0.21275571587877773	0.8225921183667663	0.9999999999999992	0.0	0.00414130350177211	0.0	0.31654573908095035	0.9974057419578	0.99896229678312	6	31	37	6	15
NORP83_343	4860	47.159670781893006	1.0	0.002630789047000093	50	12.846482725249505	0.18429382662429106	0.9308641975308642	1.0	0.0	0.0028130145972030678	0.0	0.5248971193415638	0.9955791335101679	0.9986737400530504	6	23	29	6	20
NORP83_344	8160	44.95796568627451	0.9986519607843136	0.003619517710387932	48	15.246900127849807	0.1687963646259842	0.9073529411764706	1.0	0.0	0.002777281327331016	0.0	0.4552696078431373	0.9932468935710428	0.9974338195569962	19	52	71	19	50
NORP83_345	3050	45.1144262295082	0.99672131147541	0.005562320641256058	45	16.72644970556378	0.3029179833040153	0.9108196721311476	1.0	0.0	0.004542938510388561	0.0	0.3459016393442623	0.9895608351331894	0.996040316774658	11	37	48	11	29
NORP83_346	5394	36.735632183908045	0.9150908416759362	0.0028728453036847013	47	22.545644434379906	0.3070064100888084	0.7015202076381164	0.9999999999999918	0.0	0.002644919828510117	0.0	0.4160177975528365	0.9965644820295984	0.9981501057082452	7	17	24	7	13
NORP83_347	4346	35.99953980671882	0.9742291762540268	0.004327213356040471	43	19.937534752595557	0.3024660028108555	0.7459733087896917	0.9999999999999843	0.0	0.0037490716821635406	0.0	0.3469857340082835	0.9944478716841456	0.9966070326958668	11	24	35	11	18
NORP83_348	6082	43.94985202236106	0.9830647813219336	0.004150350584819607	48	16.09677503524095	0.20641980944143865	0.8926340019730352	1.0	0.0	0.003595363273871222	0.0	0.42551792173627095	0.9930005525879536	0.9985264321237796	8	46	54	8	38
NORP83_349	3524	37.45629965947786	0.9997162315550512	0.003503821046102251	37	14.240916715417173	0.2399283818392316	0.8978433598183881	0.9999999999999956	0.0	0.00313556386340208	0.0	0.22900113507377975	0.9955752212389379	0.9971554993678888	9	14	23	9	14
NORP83_35	3731	40.69498793889038	0.9949075314928972	0.005255021444812602	42	15.63037007177578	0.2559262568577903	0.8885017421602788	0.9999999999999998	0.0	0.00492974700807014	0.0	0.33878316805146075	0.9936651583710407	0.9975867269984916	8	38	46	8	21
NORP83_350	4474	37.954179704962	0.9984354045596782	0.0039721312246692175	43	16.95979630905907	0.2535836116080544	0.8026374608851141	0.9999999999999972	0.0	0.003501619250386501	0.0	0.28989718372820744	0.989696463380674	0.9961013645224172	14	27	41	14	37
NORP83_351	9760	41.11956967213115	0.9998975409836064	0.003669796576788675	47	18.557314469141843	0.18785054884772015	0.8188524590163935	0.9999999999999998	0.0	0.003054891239263613	0.0	0.4095286885245902	0.9932432432432432	0.9964964964964964	28	36	64	28	54
NORP83_352	14673	47.223403530293744	0.999659238056294	0.0031238492329366267	48	9.83227321739633	0.08117256675176912	0.9863695222517548	1.0	0.0	0.0028694806827699315	0.0	0.43433517344782935	0.9976507980377254	0.9995163407724728	7	68	75	7	34
NORP83_353	3705	47.07152496626182	0.9986504723346828	0.003636149223758656	49	13.710010388543296	0.22526944800534804	0.929284750337382	1.0	0.0	0.002736795088354227	0.0	0.4834008097165992	0.9909962242230612	0.9962242230612838	13	21	34	13	31
NORP83_354	7685	44.07768379960963	0.9972674040338322	0.0022277974987269245	49	15.601005184119689	0.1779749596187403	0.8805465191932336	1.0	0.0	0.0018964554998467387	0.0	0.4845803513337671	0.9961578247376977	0.9977833604255948	15	18	33	15	26
NORP83_355	3220	41.077329192546586	0.9987577639751553	0.002344521505320496	43	10.316027225221347	0.1818243280548637	0.9555900621118012	0.9999999999999998	0.0	0.0021360825017555647	0.0	0.15062111801242234	0.9996750081247968	0.9996750081247968	1	4	5	1	1
NORP83_356	8931	45.91747844586272	0.9842122942559623	0.003775252071571256	48	14.07457377238563	0.14893937337055654	0.9275557048482812	1.0	0.0	0.003580079833231165	0.0	0.4496696898443624	0.9967407049734428	0.9985514244326412	12	50	62	12	27
NORP83_357	3422	35.0958503798948	0.9982466393921684	0.006546078137668498	37	15.134103069186663	0.2587498759558185	0.8202805376972531	0.9999999999999653	0.0	0.002312871292479368	0.0	0.17708942139099942	0.987887424296402	0.998218738867118	5	38	43	5	34
NORP83_358	5051	38.901999604038814	0.9984161552167888	0.0042437197851527	39	11.476457009581551	0.16149613948288655	0.956048307265888	0.9999999999999988	0.0	0.004488349539562342	0.0	0.16313601267075828	0.9925450403810312	0.9956512735556016	21	37	58	21	36
NORP83_359	3166	44.13360707517372	0.9993682880606444	0.002762829817355095	46	9.814554732055006	0.17445512972408364	0.9583070120025268	1.0	0.0	0.002775136361075292	0.0	0.2896399241945673	0.9990112063282794	0.9996704021094264	1	18	19	1	3
NORP83_36	5301	48.26843991699679	0.9992454253914356	0.0036503935497418367	50	10.068366658406065	0.13829965222408347	0.9811356347858896	1.0	0.0	0.003014114167955162	0.0	0.5025466893039049	0.9973082099596232	0.9984618342626418	7	33	40	8	14
NORP83_360	15774	46.68746037783695	0.999936604539115	0.003085185933369261	48	10.68258442371244	0.08505878640743211	0.9734373018891848	1.0	0.0	0.0032580064085118154	0.0	0.4362875618105744	0.9988277434060566	0.9994138717030284	9	67	76	9	18
NORP83_361	7588	32.57564575645756	0.9992092778070638	0.004566944853485633	39	23.265212399155804	0.2670988263677549	0.6021349499209278	0.999999999999678	0.0	0.003402712247206341	0.0	0.3401423299947285	0.9916830816371196	0.996498139636682	16	38	54	16	38
NORP83_362	3278	11.191885295912142	0.9752898108602808	0.02088753833361201	7	10.707838759791631	0.18705253668889485	0.19890176937156806	0.99994893619947	0.0			0.0	0.9785276073619632	0.99079754601227	6	33	39	6	14
NORP83_363	4609	37.61444998915165	0.999566066391842	0.0046415114999661675	40	12.481914689747544	0.1838759691523431	0.918637448470384	0.9999999999999962	0.0	0.00403994454094181	0.0	0.15643306574094162	0.9964572508266416	0.9995276334435522	2	31	33	2	15
NORP83_364	3829	48.62078871768085	0.9992165056150429	0.003507275207053073	50	12.840172916962453	0.20753192181689453	0.9631757639070252	1.0	0.0	0.002700205425706925	0.0	0.5087490206320188	0.9934924078091106	0.9989154013015183	4	25	29	4	24
NORP83_365	3681	41.28334691659875	0.9894050529747352	0.0014083634709697312	46	16.294437238313428	0.2686058434979262	0.8647106764466178	1.0	0.0	0.001277693052024964	0.0	0.3202933985330073	0.9965441407477222	0.9965441407477222	11	0	11	11	11
NORP83_366	3847	36.368338965427604	0.916038471536262	0.003955925438838159	41	19.40793161674464	0.3129497531687504	0.7881466077462959	0.9999999999999888	0.0	0.003915879859433202	0.0	0.24226670132570835	0.9947229551451188	0.9990105540897096	3	22	25	3	16
NORP83_367	3207	40.755846585594014	0.9971936389148736	0.0043941937338644035	45	14.90550035108168	0.26324783011672737	0.8649828500155909	0.9999999999999998	0.0	0.004200778292774654	0.0	0.3205487995010914	0.9924297043979812	0.9974765681326604	7	22	29	7	21
NORP83_67	18072	44.36503984063746	1.0	0.0029286119221427764	46	11.962051809691713	0.08898454541095174	0.946270473660912	1.0	0.0	0.002842658887632909	0.0	0.3388114209827357	0.9967253376995496	0.9982457166247588	30	55	85	30	56
NORP83_68	4425	45.8316384180791	1.0	0.0042789772661721015	47	14.530541150595374	0.21846115708282324	0.9265536723163842	1.0	0.0	0.003758777048817774	0.0	0.4287005649717514	0.9890243902439024	0.9953658536585366	19	34	53	19	45
NORP83_69	10440	44.800478927203066	0.9986590038314176	0.004690580825250534	46	11.192248093888457	0.10954381951974997	0.961015325670498	1.0	0.0	0.003930680758041816	0.0	0.3659003831417624	0.9920263131665504	0.9977075650353832	23	91	114	23	80
NORP83_7	19426	43.000875115824144	0.9730258416555132	0.004105341235351778	46	15.504845566151856	0.11124664726027564	0.8967878101513436	1.0	0.0	0.003144971832717225	0.0	0.3644600020590961	0.9924803398197578	0.9974169106251076	45	136	181	45	131
NORP83_70	3072	45.40494791666666	0.9996744791666666	0.003744493174029362	48	13.217681753423605	0.23851482763254364	0.9339192708333334	1.0	0.0	0.002595492945590472	0.0	0.4622395833333333	0.9961659114674104	0.998954339491112	3	10	13	3	11
NORP83_71	3802	48.86191478169385	0.9994739610731194	0.0032058561284851184	53	12.807999305203811	0.20774585173082466	0.9479221462388217	1.0	0.0	0.0035606415487751115	0.0	0.6067859021567596	0.9922308546059934	0.9950055493895672	18	16	34	18	28
NORP83_72	11412	48.748685594111464	0.9997371188222924	0.0038668733409472633	49	10.027036839371863	0.09386652879553918	0.9814230634419908	1.0	0.0	0.003784709064258207	0.0	0.489397125832457	0.9991071428571427	0.999375	7	45	52	7	10
NORP83_73	4400	48.28931818181818	0.9986363636363637	0.0033527641022329524	51	12.111308558106732	0.1826055982128548	0.9609090909090908	1.0	0.0	0.0038388705134787533	0.0	0.5472727272727272	0.9921948912015136	0.9947965941343424	22	21	43	22	33
NORP83_74	3513	21.973526900085396	0.9997153430116709	0.005734862705414567	18	17.002808980784213	0.2869085047565892	0.4785083973811557	0.999999996254176	0.0	0.0025968455741833822	0.0	0.09023626530031313	0.9863176680547292	0.997620464009518	4	21	25	4	23
NORP83_75	3331	37.67547283098169	1.0	0.0036295560777941374	44	16.640441365579107	0.2883651176780513	0.7832482737916542	0.9999999999999964	0.0	0.002854831499999877	0.0	0.26718703092164514	0.99195093905711	0.9988501341510158	3	20	23	3	21
NORP83_76	18583	48.325620190496686	0.9997309368777916	0.003725936942436503	50	12.102840711227625	0.08878530472327682	0.9561427110800194	1.0	0.0	0.0034771785263698622	0.0	0.5187536996179304	0.994315623592976	0.9981427285006754	33	119	152	33	101
NORP83_77	4875	41.7934358974359	0.9958974358974358	0.004850000163732826	43	15.408748696754616	0.22071132086117784	0.8867692307692308	1.0	0.0	0.004715300360520147	0.0	0.3177435897435897	0.9923664122137404	0.9974554707379136	11	41	52	11	33
NORP83_78	6377	43.409910616277244	1.0	0.004101822702147096	47	13.88662675534125	0.1739092205045474	0.9154774972557628	1.0	0.0	0.003111042830521216	0.0	0.4075584130468872	0.9950325453922576	0.9977732100034258	13	36	49	13	29
NORP83_79	5826	47.020425677995185	0.9989701338825951	0.0033102092195372856	49	13.366551711610926	0.17513438355161234	0.9387229660144182	1.0	0.0	0.0030878923933602693	0.0	0.4593202883625129	0.9974401170232218	0.9996343024318888	2	35	37	2	14
NORP83_8	5371	35.48482591696146	0.9612735058648296	0.0026847912264426066	46	23.3741376243895	0.3189689831811848	0.6706386147830944	0.9999999999999754	0.0	0.002507078047240041	0.0	0.4103518897784398	0.9966685174902832	0.9988895058300944	4	10	14	4	12
NORP83_388	6072	44.60968379446641	0.9996706192358368	0.00366380336988148	46	10.74621107503403	0.13791936540545538	0.9728260869565216	1.0	0.0	0.0032047905369908536	0.0	0.3300395256916996	0.994413407821229	0.9971220585745726	17	30	47	17	33
NORP83_389	3910	45.970588235294116	0.99923273657289	0.003600202482924475	47	12.609496052680795	0.2016809576359474	0.958312020460358	1.0	0.0	0.0021079679268830587	0.0	0.4140664961636829	0.9994662396583934	1.0	0	19	19	0	2
NORP83_39	6082	30.112463005590268	0.9998355804011838	0.005975461635007061	31	18.02394856895877	0.23113325624800035	0.6514304505097007	0.999999999997166	0.0	0.004440869714902762	0.0	0.1512660309108846	0.9851085310449268	0.9959616355376072	16	54	70	16	59
NORP83_390	18565	45.662806356046325	0.9997845408025856	0.0024402483044838608	46	9.042834797730107	0.06636954143203529	0.9897656881228116	1.0	0.0	0.0022019748485612167	0.0	0.31640183140317796	0.9965170068027209	0.9976598639455784	43	34	77	43	64
NORP83_391	3591	44.00334168755222	0.999443052074631	0.004126807528915921	47	14.107969310941241	0.23546007715262185	0.9317738791423	1.0	0.0	0.0027316120730690448	0.0	0.3990531885268727	0.9904363419007769	0.9973102211595936	9	27	36	9	32
NORP83_4	3811	44.6531094200997	0.9994752033586984	0.0034431718453481475	49	15.584083567153275	0.2524752323436618	0.8960902650223038	1.0	0.0	0.0024471597272867074	0.0	0.4896352663342954	0.9909224011713029	0.9961932650073206	13	18	31	13	31
NORP83_40	9391	67.1258651900756	0.9824299861569588	0.003946793709294294	61	29.499851060313805	0.3044297052346473	0.9350441912469386	1.0	0.0	0.0036672776156968507	0.0	0.7204770524970716	0.9928254185172533	0.995900239152716	36	47	83	36	63
NORP83_41	8914	43.282589185550826	0.9986538030065066	0.00399246477756765	46	12.691367350778172	0.134430081414946	0.9246129683643708	1.0	0.0	0.003215994517665965	0.0	0.3254431231770249	0.9956321281242416	0.9989080320310604	9	51	60	9	36
NORP83_42	3354	44.82498509242695	0.9976147883124628	0.004564546092563293	45	10.942445329726498	0.18897206495761049	0.9609421586165772	1.0	0.0	0.005239652187927879	0.0	0.3428741800834824	0.9934843313682904	0.9950356810425072	16	14	30	16	21
NORP83_43	8411	38.283795030317435	0.9995244322910476	0.003804142498423868	44	21.099003400840875	0.23007209346998544	0.7422423017477113	0.999999999999998	0.0	0.0037766186398719977	0.0	0.3874687908691	0.9945539003684126	0.9988787441934968	7	38	45	7	34
NORP83_44	3290	41.264437689969604	0.9990881458966564	0.00300832092188208	47	19.6860923182544	0.34326346389313633	0.7893617021276595	1.0	0.0	0.002451558119852204	0.0	0.4291793313069909	0.9969195225259916	0.999229880631498	2	7	9	2	8
NORP83_45	3114	45.66345536287733	0.9993577392421324	0.004515448794004562	51	14.423421922078388	0.25851083329156826	0.9136159280667951	1.0	0.0	0.005070429315012004	0.0	0.5462427745664741	0.9971880492091388	0.9982425307557118	5	21	26	5	8
NORP83_46	4108	45.47200584225901	0.9948880233690359	0.0032706581040498057	49	13.910373325139645	0.2170583184810152	0.928919182083739	1.0	0.0	0.004215546296674644	0.0	0.4634858812074002	0.99895178197065	0.9992138364779874	3	10	13	3	4
NORP83_47	5885	45.57706032285471	0.9989804587935428	0.003507559003126937	49	15.263966281226649	0.19898991474877314	0.9036533559898046	1.0	0.0	0.0033485796302556987	0.0	0.4785046728971963	0.9951109439638962	0.9979315532154944	11	31	42	11	26
NORP83_48	4995	43.78118118118118	0.9983983983983984	0.003737192609218232	48	14.949322675447904	0.21154231224692874	0.9037037037037036	1.0	0.0	0.0039977716591586	0.0	0.4312312312312313	0.9953478068232168	0.9977846699158176	10	32	42	10	21
NORP83_49	5632	44.67311789772727	0.9994673295454546	0.00191733622186574	48	14.199554413234086	0.1892264982752438	0.9177911931818182	1.0	0.0	0.001682420368576687	0.0	0.4343039772727273	0.9982588508415554	0.9990326949119752	5	6	11	5	9
NORP83_5	21693	41.98358917623197	1.0	0.002654590733177864	43	11.492547591895036	0.07803088148562574	0.9497072788457106	1.0	0.0	0.002756933966397201	0.0	0.2616051260775365	0.9985923696728471	0.9989321425104358	22	46	68	22	29
NORP83_20	12473	37.06798685159946	0.7618054998797402	0.003507382812179216	46	23.2913399926298	0.2085577937254492	0.7341457548304338	0.999999999999994	0.0	0.003981210989727035	0.0	0.3720837007937144	0.99726984820356	0.9985803210658512	13	45	58	13	25
NORP83_200	4790	47.46576200417537	0.9985386221294364	0.005205465283359857	49	20.663937326631967	0.29860058720375	0.8789144050104384	1.0	0.0	0.0066170571812264045	0.0	0.4724425887265136	0.9926365795724466	0.9983372921615202	7	33	40	7	31
NORP83_201	5658	42.49399080947332	0.9987628137150936	0.004632824857840667	45	13.180184627824	0.1752380470525557	0.9287734181689644	1.0	0.0	0.002813177941356604	0.0	0.3487097914457405	0.9901046622264509	0.9961941008563272	20	46	66	20	52
NORP83_202	3869	32.95270095631946	0.9992246058413028	0.0020481139082676463	38	18.26078528467428	0.2936136333182883	0.70483329025588	0.9999999999997692	0.0	0.001214664971029733	0.0	0.2044455931765314	0.9966996699669968	0.9966996699669968	9	2	11	9	9
NORP83_203	3725	48.17503355704697	0.999463087248322	0.00278531153069983	50	14.336754082299228	0.2349340685080321	0.9208053691275168	1.0	0.0	0.002714932114709967	0.0	0.5339597315436242	0.9950437317784256	0.9979591836734694	7	14	21	7	17
NORP83_204	3791	32.83408071748879	0.9992086520706938	0.0051633680830810436	39	19.338238257955968	0.3141212389344738	0.6686890002637826	0.9999999999997438	0.0	0.0035864866531647444	0.0	0.2342389870746505	0.9893491124260356	0.9964497041420118	9	25	34	9	27
NORP83_205	3475	41.031654676258995	1.0	0.004532490707933935	44	12.197989196073019	0.2069537676724048	0.9208633093525179	0.9999999999999998	0.0	0.004766253102801876	0.0	0.2319424460431655	0.989375	0.9971875	9	30	39	9	34
NORP83_206	4012	44.26545363908274	0.9995014955134596	0.0024366781768438983	49	15.2733019256955	0.2411607390263436	0.8988035892323031	1.0	0.0	0.002056198394741915	0.0	0.4825523429710867	0.997504159733777	0.999722684414864	1	11	12	1	9
NORP83_207	3870	41.78940568475453	0.9974160206718348	0.004471029398849691	44	12.018088924778983	0.19321286852172187	0.9354005167958656	1.0	0.0	0.004806093668911715	0.0	0.23746770025839795	0.9953038674033148	0.9988950276243094	4	35	39	4	17
NORP83_208	4077	40.58449840569046	0.9958302673534462	0.006479668871035349	43	18.971650100989844	0.2971584049849279	0.8295315182732401	0.9999999999999998	0.0	0.004780529777578702	0.0	0.34265391219033603	0.9819633353045536	0.9958604376108812	14	60	74	14	61
NORP83_209	3358	34.00059559261465	0.9943418701608101	0.004455010006126803	36	15.792637050020845	0.2725705834551033	0.7879690291840381	0.9999999999999084	0.0	0.00688895103814724	0.0	0.21292435973793924	0.993575207860922	0.999244142101285	2	27	29	2	17
NORP83_21	3447	45.809979692486216	0.9997098926602844	0.003660506961847942	48	11.512641564012446	0.19611795089193326	0.9556135770234988	1.0	0.0	0.003715789590515883	0.0	0.4189149985494633	0.996964177292046	0.9984820886460232	5	18	23	5	10
NORP83_210	3307	37.794375566979134	0.9570607801632901	0.003538004498640057	44	16.894397768364335	0.2938267223336302	0.8194738433625642	0.9999999999999968	0.0	0.002676543295717981	0.0	0.2694284850317508	0.9929889298892988	0.9970479704797048	8	15	23	8	19
NORP83_211	19100	45.957905759162294	0.9998952879581152	0.002846246073158976	47	10.163341774879141	0.07354128532183793	0.9824607329842932	1.0	0.0	0.0024701391021919594	0.0	0.38397905759162304	0.9968558486544098	0.9987210231814548	24	75	99	24	59
NORP83_212	4280	28.16121495327103	0.9941588785046728	0.0050212354723221395	15	24.21047101844785	0.37011108750162347	0.4936915887850467	0.9999999999841264	0.0	0.004730401542856866	0.0	0.244392523364486	0.9957406530998578	0.9985802176999526	3	14	17	3	9
NORP83_213	5902	45.79701796001356	0.9984750931887496	0.004402021939532763	49	14.75355454310601	0.19205864443961654	0.912741443578448	1.0	0.0	0.0031325573853925315	0.0	0.4803456455438834	0.9892333395210692	0.9942454056060888	30	42	72	31	58
NORP83_214	10942	46.453573386949365	0.9933284591482362	0.003699104563534173	49	14.583243286846367	0.13942017130346426	0.920032900749406	1.0	0.0	0.002899632679023489	0.0	0.4975324437945531	0.9955299493394258	0.9988079864905136	12	66	78	12	45
NORP83_215	5363	47.75293678911058	0.9977624463919448	0.003315610639960109	49	12.272616875624626	0.1675999064484427	0.969979489091926	1.0	0.0	0.0029863619123186025	0.0	0.4894648517620735	0.9959630911188004	0.997116493656286	15	20	35	15	21
NORP83_216	4961	45.72949002217295	0.999193710945374	0.004550748909647906	47	16.587061641847622	0.23552044887182266	0.9137270711550092	1.0	0.0	0.004959232715679884	0.0	0.420278169723846	0.9936024707699096	0.99845576880653	7	43	50	7	29
NORP83_217	3263	30.05455102666258	0.9990806006742262	0.004082100910777542	34	17.606714947786433	0.3082736146272568	0.7005822862396568	0.9999999999970172	0.0	0.00451258595529902	0.0	0.13392583512105424	0.9921259842519684	0.9991251093613298	2	16	18	2	18
NORP83_218	3298	46.31534263189812	0.9996967859308672	0.004678551833350975	49	14.01649426499157	0.24410682951551796	0.933899332929048	1.0	0.0	0.004512833966494378	0.0	0.4654335961188599	0.9983766233766234	1.0	0	20	20	0	5
NORP83_368	5753	47.115244220406744	0.9998261776464452	0.0020939645147449726	48	9.039982966564974	0.11919503719024205	0.9829654093516428	1.0	0.0	0.0024437776520940253	0.0	0.3938814531548757	0.9992926613616268	1.0	0	6	6	0	4
NORP83_369	11398	47.97824179680646	0.9996490612388138	0.0033446529148620785	49	11.326297509019385	0.10609445616239843	0.9795578171609054	1.0	0.0	0.0029717827968861465	0.0	0.4813125109668363	0.9974921630094044	0.9991043439319302	10	59	69	10	28
NORP83_37	3610	43.65761772853185	0.9988919667590028	0.005503189337286996	48	15.980743393901784	0.2660134140277679	0.8894736842105263	1.0	0.0	0.00491354234256669	0.0	0.468421052631579	0.9862971037060104	0.9925256929305512	24	30	54	24	44
NORP83_370	10996	41.99981811567843	0.9999090578392142	0.0020767020745008358	44	10.960634278475348	0.10452930675015028	0.9538013823208441	1.0	0.0	0.00171825807665138	0.0	0.2276282284467079	0.9977116704805492	0.9981884057971014	19	5	24	19	24
NORP83_371	3182	38.544940289126345	0.9946574481458202	0.0034233663412515107	42	15.865864847518651	0.2813078917244808	0.8390949088623507	0.9999999999999984	0.0	0.002966053220148201	0.0	0.3073538654934004	0.99250936329588	0.997003745318352	8	13	21	8	20
NORP83_372	6299	40.53818066359739	0.9987299571360534	0.005055526306539826	44	16.97957631027703	0.2139565177822628	0.8345769169709478	0.9999999999999996	0.0	0.0047653013539601385	0.0	0.3294173678361645	0.9901084268594256	0.9961955487920868	20	54	74	20	52
NORP83_373	3559	45.64147232368643	0.996628266366957	0.004219320209175481	46	12.828066556050368	0.21505930236073986	0.9615060410227592	1.0	0.0	0.004259374962809147	0.0	0.43158190502950267	0.9953243717124488	0.9985388661601404	5	20	25	5	16
NORP83_374	6032	49.014588859416456	0.9978448275862069	0.004149021292592314	53	14.358928659827626	0.1848959394259004	0.9288793103448276	1.0	0.0	0.0040490737275356015	0.0	0.6621352785145889	0.992325539889345	0.9980367660182046	11	49	60	11	43
NORP83_375	3932	41.78738555442523	0.9966937945066124	0.004537219253277991	43	9.845736051386178	0.15703507523682028	0.9590539165818922	1.0	0.0	0.005851519076323418	0.0	0.19252288911495424	0.9944311853619731	0.9984089101034208	6	33	39	6	21
NORP83_376	3994	48.708562844266396	1.0	0.0036187978721455853	49	10.635523651079927	0.16830972973103447	0.9737105658487732	1.0	0.0	0.0030872158597008426	0.0	0.4954932398597897	0.99742864489586	0.998971457958344	4	24	28	4	10
NORP83_377	4380	45.16232876712328	1.0	0.003398598344755421	46	9.993280667717901	0.15101518270853267	0.97351598173516	1.0	0.0	0.0037095207801713936	0.0	0.34771689497716896	0.9964821763602252	0.9978893058161352	9	19	28	9	15
NORP83_378	5193	37.725207009435785	0.9986520315809744	0.004520483254557561	41	15.46746939092581	0.21466039459470684	0.8309262468707876	0.9999999999999966	0.0	0.0034505426421646	0.0	0.24841132293471985	0.993279258400927	0.9988412514484356	5	32	37	5	29
NORP83_379	8640	45.70358796296296	0.9945601851851852	0.0035437501840127617	48	11.41507434543056	0.12281375424858527	0.9655092592592592	1.0	0.0	0.003917518858471247	0.0	0.4142361111111112	0.9935267321985136	0.9972428674178854	23	53	76	23	54
NORP83_38	4452	39.37353998203055	0.9912398921832885	0.00432415737164793	44	14.518660754698992	0.21761947609555424	0.8775831087151842	0.9999999999999992	0.0	0.0039788984438539066	0.0	0.2895327942497754	0.9918095725620679	0.995136933708728	19	26	45	19	32
NORP83_380	4007	45.059895183429006	0.9960069877714	0.003675518851531168	46	13.754973918581882	0.2173223030434676	0.9388570002495632	1.0	0.0	0.0030231525338186853	0.0	0.3815822310955828	0.9933545986177564	0.9973418394471026	10	25	35	10	25
NORP83_381	7631	48.31647228410432	0.9993447778797012	0.003967107683743421	51	11.601464890591974	0.13281605032945534	0.966583671864762	1.0	0.0	0.002945036053371708	0.0	0.5464552483291836	0.9956616052060736	0.9982375271149676	13	37	50	13	32
NORP83_382	4161	45.18697428502764	0.9997596731554914	0.004030010446357203	47	16.185200484811347	0.2509408808008379	0.893775534727229	1.0	0.0	0.0033376001289913138	0.0	0.4205719778899303	0.9954288787308416	0.9981177735950524	7	20	27	7	17
NORP83_383	3734	39.49035886448849	0.9994643813604712	0.004010934067252725	44	15.71701026280967	0.2572414457770481	0.8508302088912694	0.9999999999999992	0.0	0.003809160346748275	0.0	0.2806641671130155	0.9918161787850172	0.993075228202707	22	17	39	22	26
NORP83_384	4951	37.809735406988494	0.9997980206018986	0.004069634590633475	41	13.992299370694301	0.1988778832862788	0.8745707937790346	0.9999999999999968	0.0	0.005517948896456959	0.0	0.16542112704504142	0.9907621247113164	0.9983833718244804	6	37	43	7	40
