# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	unfiltered_reads	unfiltered_priority_reads	mean_insert_distance	mean_PID	mean_mistmaches	pass_min_read_ani	unfiltered_singletons	filtered_priority_reads	pass_min_insert	pass_min_mapq	unfiltered_pairs	mean_pair_length	pass_max_insert	mean_mapq_score	filtered_singletons	median_insert
NORP83_197	1713	1712	3804	0	171.56859311150032	0.9921640700912328	1.7227086981903097	1713.0	378	0	1713.0	1712.0	1713	219.7857559836544	1713.0	40.15002918855809	0	165.0
NORP83_110	989	989	2131	0	170.71587462082908	0.9953924416781637	1.0151668351870575	989.0	153	0	989.0	989.0	989	219.64812942366027	989.0	41.4469160768453	0	161.0
NORP83_130	837	833	1821	0	171.1851851851852	0.9901329623861048	2.1696535244922344	837.0	147	0	837.0	833.0	837	219.5400238948626	837.0	40.94145758661888	0	162.0
NORP83_114	3688	3687	7874	0	173.6184924078091	0.9940785090073414	1.3015184381778742	3688.0	498	0	3688.0	3687.0	3688	219.7030911062907	3688.0	40.71854663774403	0	165.0
NORP83_249	2218	2216	4941	0	170.57033363390443	0.9913398810641698	1.8908926961226329	2218.0	505	0	2218.0	2216.0	2218	219.0419296663661	2218.0	39.6077547339946	0	161.0
NORP83_165	895	894	2022	0	170.11396648044692	0.9971286861333024	0.6167597765363129	895.0	232	0	895.0	894.0	895	218.38770949720669	895.0	39.56201117318436	0	165.0
NORP83_235	1009	1009	2215	0	174.87512388503467	0.9918634061515216	1.8007928642220021	1009.0	197	0	1009.0	1009.0	1009	220.6907829534192	1009.0	41.57680872150645	0	169.0
NORP83_145	5412	5338	12157	0	170.64781966001482	0.9916152957857264	1.844419807834442	5411.0	1333	0	5412.0	5339.0	5412	219.64523281596453	5412.0	38.69161123429416	0	162.0
NORP83_144	4825	4824	10326	0	172.4652849740933	0.9952459288321878	1.0437305699481865	4825.0	676	0	4825.0	4824.0	4825	219.71046632124356	4825.0	41.18424870466321	0	164.0
NORP83_191	1065	1064	2482	0	170.64507042253518	0.9844983730122042	3.3981220657277	1065.0	352	0	1065.0	1064.0	1065	218.69859154929577	1065.0	38.852582159624404	0	162.0
NORP83_188	1373	1373	2954	0	171.91260014566643	0.9980007848033	0.4384559359067735	1373.0	208	0	1373.0	1373.0	1373	219.55426074289875	1373.0	41.67662053896577	0	164.0
NORP83_123	1939	1938	4180	0	175.5425477050026	0.9933369288381371	1.4677668901495615	1939.0	302	0	1939.0	1938.0	1939	219.7921609076844	1939.0	38.813821557503864	0	166.0
NORP83_174	1798	1796	3867	0	173.86929922135707	0.9948523997350728	1.1279199110122358	1798.0	271	0	1798.0	1796.0	1798	219.34315906562847	1798.0	39.33870967741935	0	168.0
NORP83_167	1443	1443	3263	0	167.5939015939016	0.9920100423256236	1.751905751905752	1443.0	377	0	1443.0	1443.0	1443	219.27720027720028	1443.0	41.521829521829524	0	158.0
NORP83_146	1366	1353	3195	0	171.60980966325036	0.9899605219285222	2.1939970717423134	1366.0	463	0	1366.0	1353.0	1366	218.4765739385066	1366.0	38.00732064421668	0	162.0
NORP83_173	1724	1722	3680	0	174.62122969837588	0.9958071132405364	0.9251740139211136	1724.0	232	0	1724.0	1723.0	1724	219.87877030162412	1723.0	40.75812064965197	0	166.0
NORP83_194	2005	2004	4303	0	172.33117206982544	0.9973116414273154	0.5850374064837905	2005.0	293	0	2005.0	2004.0	2005	219.4937655860349	2005.0	40.84189526184539	0	165.0
NORP83_171	1039	1035	2263	0	172.51106833493745	0.9941815165694932	1.273339749759384	1039.0	185	0	1039.0	1035.0	1039	219.23002887391723	1039.0	40.446583253128	0	163.0
NORP83_160	1250	1244	2824	0	170.9952	0.9888672069720408	2.4232	1249.0	324	0	1250.0	1245.0	1250	218.62400000000002	1250.0	38.424	0	162.0
NORP83_215	1546	1546	3359	0	172.4275549805951	0.994997812928966	1.1067270375161709	1546.0	267	0	1546.0	1546.0	1546	220.3796895213454	1546.0	41.73415265200517	0	163.0
NORP83_139	629	627	1489	0	168.91255961844197	0.9871137987520104	2.8314785373608897	629.0	231	0	629.0	627.0	629	219.2623211446741	629.0	40.1764705882353	0	159.0
NORP83_185	4270	4269	9175	0	174.07868852459018	0.9936669345743476	1.3901639344262295	4270.0	635	0	4270.0	4270.0	4270	219.7466042154567	4269.0	41.108665105386414	0	164.5
NORP83_113	2305	2301	4990	0	170.50802603036874	0.9960476938758498	0.8685466377440347	2305.0	380	0	2305.0	2303.0	2305	219.38958785249454	2303.0	41.76746203904555	0	161.0
NORP83_177	1001	1001	2214	0	171.87412587412587	0.9968760386217271	0.6873126873126874	1001.0	212	0	1001.0	1001.0	1001	219.14585414585412	1001.0	37.447552447552454	0	164.0
NORP83_155	1121	1120	2551	0	172.22033898305085	0.9911775286231136	1.9322033898305084	1121.0	309	0	1121.0	1121.0	1121	218.9839429081177	1120.0	40.94469223907225	0	164.0
NORP83_282	895	893	1984	0	170.58770949720667	0.9909994774786935	1.977653631284916	893.0	194	0	895.0	895.0	895	219.96759776536317	895.0	41.21675977653632	0	161.0
NORP83_253	1689	1687	3758	0	170.2599171107164	0.9937615201262362	1.3688573120189462	1688.0	380	0	1689.0	1688.0	1689	219.87803433984607	1689.0	41.02486678507993	0	162.0
NORP83_210	760	760	1731	0	171.19605263157894	0.9916800979966892	1.8276315789473685	760.0	211	0	760.0	760.0	760	219.3657894736842	760.0	41.20789473684211	0	164.0
NORP83_204	758	757	1741	0	168.87994722955142	0.9900172867342972	2.1965699208443272	758.0	225	0	758.0	757.0	758	219.64907651715043	758.0	40.68601583113456	0	162.0
NORP83_186	3900	3899	8403	0	172.5617948717949	0.9939845187179688	1.3212820512820511	3900.0	603	0	3900.0	3899.0	3900	219.4325641025641	3900.0	36.13179487179488	0	164.0
NORP83_137	1336	1334	2969	0	174.0823353293413	0.9891060420021209	2.3974550898203595	1336.0	297	0	1336.0	1334.0	1336	219.6339820359281	1336.0	38.51796407185629	0	166.0
NORP83_195	942	942	2041	0	170.67834394904457	0.9948269947847744	1.129511677282378	942.0	157	0	942.0	942.0	942	219.3110403397028	942.0	41.59129511677283	0	161.0
NORP83_199	1562	1562	3423	0	172.23431498079384	0.9937912838465456	1.352752880921895	1562.0	299	0	1562.0	1562.0	1562	218.91677336747762	1562.0	40.80409731113957	0	165.0
NORP83_207	974	973	2155	0	173.94250513347026	0.993815967339956	1.3634496919917864	974.0	207	0	974.0	974.0	974	220.03593429158107	973.0	40.204312114989726	0	165.0
NORP83_161	1295	1295	2826	0	171.8447876447877	0.9917013950059594	1.827799227799228	1295.0	236	0	1295.0	1295.0	1295	219.1374517374517	1295.0	41.03861003861004	0	164.0
NORP83_192	1193	1191	2603	0	173.7292539815591	0.996918401069818	0.6781223805532272	1193.0	217	0	1193.0	1191.0	1193	219.1081307627829	1193.0	40.01257334450964	0	162.0
NORP83_189	1050	1050	2313	0	170.85809523809525	0.9930445790637792	1.522857142857143	1050.0	213	0	1050.0	1050.0	1050	218.37904761904758	1050.0	41.16761904761905	0	165.0
NORP83_179	1435	1435	3099	0	175.00905923344948	0.9942241553302976	1.270383275261324	1435.0	229	0	1435.0	1435.0	1435	219.72822299651568	1435.0	41.49128919860628	0	167.0
NORP83_223	3557	3556	8006	0	170.7784649985943	0.9928485577615884	1.5681754287320775	3557.0	892	0	3557.0	3556.0	3557	219.61456283384877	3557.0	40.908349732920996	0	162.0
NORP83_247	1528	1525	3659	0	167.1596858638744	0.9851234843092952	3.25130890052356	1527.0	603	0	1528.0	1526.0	1528	219.0562827225131	1528.0	38.74149214659686	0	158.0
NORP83_134	990	959	2450	0	171.35757575757575	0.9810402965268898	4.154545454545453	990.0	470	0	990.0	960.0	990	219.65353535353532	989.0	27.170707070707067	0	159.5
NORP83_270	1795	1795	4031	0	171.65069637883008	0.9917702521348876	1.8022284122562675	1795.0	441	0	1795.0	1795.0	1795	219.50139275766014	1795.0	41.14763231197772	0	162.0
NORP83_229	2168	2167	4671	0	173.45710332103317	0.9937520581760674	1.3791512915129152	2168.0	335	0	2168.0	2168.0	2168	219.72278597785981	2167.0	37.46817343173432	0	166.0
NORP83_184	1786	1786	3870	0	170.38353863381857	0.9927482846534912	1.5968645016797312	1786.0	298	0	1786.0	1786.0	1786	219.17749160134377	1786.0	41.422172452407615	0	160.0
NORP83_169	1546	1546	3324	0	174.21151358344113	0.9984618698777946	0.3344113842173351	1546.0	232	0	1546.0	1546.0	1546	218.43143596377752	1546.0	41.8130659767141	0	165.0
NORP83_298	1439	1436	3262	0	169.61501042390552	0.9964021542717196	0.7894371091035441	1439.0	384	0	1439.0	1437.0	1439	220.0938151494093	1438.0	39.571924947880476	0	159.0
NORP83_268	1051	1051	2360	0	168.07897240723122	0.9915405325226984	1.8506184586108467	1051.0	258	0	1051.0	1051.0	1051	219.45480494766892	1051.0	40.99048525214082	0	160.0
NORP83_312	927	924	2411	0	167.52427184466018	0.993428442878906	1.422869471413161	926.0	557	0	927.0	925.0	927	218.6850053937433	927.0	38.226537216828476	0	159.0
NORP83_216	1370	1370	3001	0	171.74233576642337	0.9919072562596662	1.7868613138686131	1370.0	261	0	1370.0	1370.0	1370	220.2503649635036	1370.0	41.46350364963504	0	162.0
NORP83_231	991	991	2243	0	171.12008072653884	0.9802470079098624	4.3289606458123115	991.0	261	0	991.0	991.0	991	219.40867810292636	991.0	39.10998990918264	0	166.0
NORP83_153	1302	1302	2790	0	173.59677419354838	0.9958101314914588	0.913978494623656	1302.0	186	0	1302.0	1302.0	1302	218.90245775729647	1302.0	41.32642089093702	0	167.0
NORP83_209	689	687	1576	0	172.32075471698113	0.992473537520662	1.6574746008708272	689.0	198	0	689.0	687.0	689	219.61393323657475	689.0	36.616835994194474	0	164.0
NORP83_172	1127	1126	2470	0	171.6370896184561	0.9919173652149076	1.766637089618456	1127.0	216	0	1127.0	1127.0	1127	218.76486246672584	1126.0	40.29103815439218	0	163.0
NORP83_224	1520	1519	3312	0	171.71513157894736	0.9941956699852674	1.2717105263157895	1520.0	272	0	1520.0	1519.0	1520	219.2453947368421	1520.0	41.46578947368421	0	163.0
NORP83_182	1390	1390	3153	0	169.58776978417262	0.9909359232326782	1.9820143884892083	1390.0	373	0	1390.0	1390.0	1390	219.7136690647482	1390.0	39.340287769784176	0	160.0
NORP83_203	1083	1080	2339	0	172.16528162511543	0.9944164231130306	1.2299168975069252	1083.0	173	0	1083.0	1080.0	1083	220.32871652816246	1083.0	37.384118190212384	0	163.0
NORP83_178	1929	1921	4388	0	169.57128045619493	0.9900633539946372	2.1627786417833077	1928.0	530	0	1929.0	1922.0	1929	218.56454121306373	1929.0	31.371695178849144	0	162.0
NORP83_193	812	810	1859	0	171.20443349753694	0.991669261532115	1.828817733990148	811.0	235	0	812.0	811.0	812	219.32635467980296	812.0	40.381773399014776	0	164.0
NORP83_220	2142	2141	4733	0	172.12558356676	0.9942854479612858	1.2530345471521942	2141.0	449	0	2142.0	2142.0	2142	219.52754435107377	2142.0	40.7044817927171	0	164.0
NORP83_156	765	765	1649	0	172.2313725490196	0.995298323089562	1.0287581699346404	765.0	119	0	765.0	765.0	765	218.77647058823533	765.0	41.02745098039215	0	163.0
NORP83_149	2441	2441	5288	0	173.56902908643997	0.9937866391429808	1.3646046702171242	2441.0	406	0	2441.0	2441.0	2441	219.64768537484642	2441.0	37.807865628840645	0	166.0
NORP83_304	2118	2115	4584	0	173.71340887629842	0.994477884758078	1.204438149197356	2118.0	348	0	2118.0	2115.0	2118	219.06468366383385	2118.0	38.98347497639282	0	164.0
NORP83_164	1180	1180	2667	0	171.82881355932201	0.9897141307577004	2.266949152542373	1180.0	307	0	1180.0	1180.0	1180	219.59745762711862	1180.0	40.797457627118646	0	164.0
NORP83_206	1077	1077	2345	0	171.72144846796658	0.9972856793639884	0.5942432683379758	1077.0	191	0	1077.0	1077.0	1077	219.53481894150417	1077.0	41.20148560817084	0	163.0
NORP83_183	609	609	1537	0	168.79146141215108	0.9824872567625126	3.8341543513957306	609.0	319	0	609.0	609.0	609	218.9129720853859	609.0	37.8111658456486	0	163.0
NORP83_280	671	669	1550	0	168.50521609538004	0.9927020451090408	1.6184798807749627	671.0	208	0	671.0	670.0	671	219.6393442622951	670.0	40.171385991058116	0	160.0
NORP83_190	1065	1063	2332	0	171.5370892018779	0.9936033131421256	1.4018779342723005	1065.0	202	0	1065.0	1064.0	1065	219.35211267605638	1064.0	41.545539906103286	0	164.0
NORP83_325	848	844	1851	0	172.2617924528302	0.9867548674947544	2.9021226415094334	848.0	155	0	848.0	844.0	848	218.9316037735849	848.0	39.340801886792455	0	164.0
NORP83_234	749	748	1724	0	171.14285714285714	0.985445848600588	3.188251001335113	749.0	226	0	749.0	748.0	749	219.69826435246998	749.0	35.285714285714285	0	164.0
NORP83_244	835	833	1962	0	171.77724550898202	0.9869265396474698	2.8658682634730535	835.0	292	0	835.0	833.0	835	219.5437125748503	835.0	39.99161676646707	0	161.0
NORP83_168	872	872	1991	0	168.91628440366972	0.9961117367930122	0.8440366972477065	872.0	247	0	872.0	872.0	872	217.38302752293575	872.0	36.49655963302752	0	161.0
NORP83_212	748	738	1686	0	169.25267379679144	0.9943074941652148	1.25	748.0	190	0	748.0	738.0	748	219.6136363636364	748.0	28.439839572192515	0	162.0
NORP83_221	1097	1097	2493	0	168.96718322698268	0.9916581103382996	1.839562443026436	1097.0	299	0	1097.0	1097.0	1097	219.6271649954421	1097.0	38.89425706472197	0	160.0
NORP83_180	1771	1769	4017	0	174.03726708074538	0.9886731007597972	2.4929418407679282	1771.0	475	0	1771.0	1769.0	1771	219.9649915302089	1771.0	36.87690570299266	0	165.0
NORP83_200	1376	1373	3157	0	171.80087209302326	0.9909402678212168	1.9832848837209305	1375.0	405	0	1376.0	1374.0	1376	219.37718023255815	1376.0	40.020348837209305	0	164.0
NORP83_254	1020	1016	2292	0	171.5196078431373	0.9894939693686768	2.297058823529412	1020.0	252	0	1020.0	1016.0	1020	218.68529411764703	1020.0	39.25098039215686	0	163.0
NORP83_196	975	975	2148	0	173.5189743589744	0.998065940853252	0.4256410256410256	975.0	198	0	975.0	975.0	975	218.67384615384614	975.0	41.46871794871795	0	166.0
NORP83_276	1736	1736	3752	0	172.68894009216592	0.9925251719424304	1.6359447004608294	1736.0	280	0	1736.0	1736.0	1736	219.22926267281102	1736.0	41.202764976958534	0	165.0
NORP83_252	2129	2129	4605	0	170.70878346641615	0.9968670344877344	0.687646782527008	2129.0	347	0	2129.0	2129.0	2129	218.8637858149366	2129.0	41.08689525598873	0	162.0
NORP83_250	1205	1205	2617	0	178.055601659751	0.9943218699437482	1.245643153526971	1205.0	207	0	1205.0	1205.0	1205	219.5792531120332	1205.0	41.250622406638996	0	169.0
NORP83_176	1194	1192	2759	0	171.6499162479062	0.993158700221628	1.4949748743718594	1194.0	371	0	1194.0	1192.0	1194	218.58877721943045	1194.0	39.02596314907873	0	163.0
NORP83_335	2509	2503	5516	0	173.21761658031085	0.9926821201978856	1.6074133120765246	2509.0	498	0	2509.0	2503.0	2509	219.23276205659627	2509.0	38.04025508170586	0	165.0
NORP83_187	833	833	1925	0	171.1752701080432	0.9902840657294848	2.1368547418967587	833.0	259	0	833.0	833.0	833	220.0	833.0	40.1812725090036	0	162.0
NORP83_219	2169	2169	4634	0	173.61733517750113	0.9929539989040777	1.5504840940525588	2169.0	296	0	2169.0	2169.0	2169	220.0825265099124	2169.0	40.098662978331035	0	165.0
NORP83_290	1291	1289	2806	0	170.87219209914798	0.9950618496403691	1.0619674670797832	1291.0	224	0	1291.0	1289.0	1291	218.03718048024788	1291.0	40.749806351665384	0	161.0
NORP83_205	884	884	1953	0	167.45361990950227	0.9898423377014882	2.225113122171946	884.0	185	0	884.0	884.0	884	218.7737556561086	884.0	39.866515837104075	0	158.0
NORP83_334	1453	1451	3193	0	173.66896077081898	0.9937274157567676	1.3750860289057123	1453.0	287	0	1453.0	1451.0	1453	219.06469373709567	1453.0	39.86992429456297	0	165.0
NORP83_248	1020	1020	2219	0	174.32352941176467	0.9922106872116236	1.7127450980392156	1020.0	179	0	1020.0	1020.0	1020	220.33921568627449	1020.0	40.892156862745104	0	166.0
NORP83_181	4240	4240	9083	0	172.1941037735849	0.99350468997256	1.4283018867924528	4240.0	603	0	4240.0	4240.0	4240	219.63396226415094	4240.0	41.300943396226415	0	163.0
NORP83_260	1215	1214	2639	0	171.07736625514403	0.993291827288908	1.468312757201646	1215.0	209	0	1215.0	1214.0	1215	218.97777777777782	1215.0	39.814814814814824	0	164.0
NORP83_239	808	807	1835	0	171.00495049504948	0.991552615494702	1.8564356435643563	808.0	219	0	808.0	807.0	808	218.8700495049505	808.0	39.492574257425744	0	163.0
NORP83_225	1160	1160	2542	0	170.42155172413794	0.9948402733829408	1.1293103448275863	1160.0	222	0	1160.0	1160.0	1160	219.1387931034483	1160.0	41.57155172413793	0	161.5
NORP83_228	1241	1241	2810	0	173.56567284448025	0.9959753049149069	0.8654311039484287	1241.0	328	0	1241.0	1241.0	1241	218.8573730862208	1241.0	41.502014504431905	0	164.0
NORP83_198	489	489	1170	0	167.19836400817996	0.9870931268431444	2.79959100204499	489.0	192	0	489.0	489.0	489	217.58077709611453	489.0	40.29447852760736	0	160.0
NORP83_217	600	599	1400	0	170.315	0.9919883096185672	1.76	599.0	200	0	600.0	600.0	600	218.01833333333332	600.0	40.20333333333333	0	163.0
NORP83_201	1442	1442	3156	0	174.53744798890432	0.9906936179090591	2.0298196948682388	1442.0	272	0	1442.0	1442.0	1442	218.7600554785021	1442.0	41.03259361997226	0	168.0
NORP83_301	801	799	1781	0	171.31710362047443	0.9937473857093094	1.367041198501873	801.0	179	0	801.0	799.0	801	218.9775280898876	801.0	39.44943820224721	0	163.0
NORP83_279	1296	1277	2848	0	174.73996913580245	0.9961926470428986	0.8310185185185185	1296.0	256	0	1296.0	1277.0	1296	219.12345679012347	1296.0	30.01851851851852	0	165.0
NORP83_211	5301	5301	11413	0	173.39822674966987	0.9959799684041828	0.8845500848896435	5301.0	811	0	5301.0	5301.0	5301	219.4004904734956	5301.0	41.408790794189784	0	164.0
NORP83_275	1986	1986	4237	0	173.04279959718025	0.9936229379574628	1.4083585095669688	1986.0	265	0	1986.0	1986.0	1986	220.05287009063443	1986.0	41.832829808660634	0	166.0
NORP83_222	2022	2021	4358	0	170.96340257171119	0.9962646579485729	0.8140454995054401	2022.0	314	0	2022.0	2021.0	2022	219.4040553907023	2022.0	40.732443125618204	0	161.0
NORP83_367	794	789	1777	0	172.6788413098237	0.9917579085591158	1.8123425692695212	794.0	189	0	794.0	790.0	794	219.52770780856426	793.0	37.4382871536524	0	164.0
NORP83_202	792	790	1786	0	166.0820707070707	0.9950742198033355	1.0707070707070707	792.0	202	0	792.0	790.0	792	217.90025252525248	792.0	39.869949494949495	0	159.5
NORP83_240	1350	1349	3049	0	169.24	0.9937148041776508	1.3725925925925926	1350.0	349	0	1350.0	1349.0	1350	218.80296296296297	1350.0	39.540740740740745	0	161.0
NORP83_307	789	789	1782	0	174.4448669201521	0.9967595383435048	0.7046894803548795	789.0	204	0	789.0	789.0	789	219.48669201520912	789.0	40.154626108998734	0	167.0
NORP83_353	1057	1057	2278	0	171.78145695364242	0.9916557889238145	1.8382213812677388	1057.0	164	0	1057.0	1057.0	1057	220.120151371807	1057.0	37.55345316934721	0	165.0
NORP83_262	1006	1006	2217	0	173.9363817097415	0.9933071425528026	1.4622266401590458	1006.0	205	0	1006.0	1006.0	1006	219.40159045725648	1006.0	40.719681908548715	0	165.0
NORP83_214	3096	3087	6761	0	171.4467054263566	0.9945415634474224	1.1954134366925064	3096.0	569	0	3096.0	3087.0	3096	219.82267441860463	3096.0	40.88307493540052	0	162.0
NORP83_236	1159	1158	2616	0	169.36410698878345	0.9934509413404166	1.4408973252804145	1158.0	298	0	1159.0	1158.0	1159	219.63244176013802	1159.0	41.377049180327866	0	160.0
NORP83_263	753	751	1638	0	172.269588313413	0.9901394266638598	2.148738379814077	753.0	132	0	753.0	751.0	753	218.14873837981412	753.0	40.839309428950855	0	161.0
NORP83_274	2152	2150	4649	0	172.16542750929366	0.9967481301821726	0.7132899628252788	2152.0	345	0	2152.0	2150.0	2152	219.0878252788104	2152.0	40.0957249070632	0	165.0
NORP83_271	1575	1575	3425	0	172.07746031746032	0.99526789879802	1.031746031746032	1575.0	275	0	1575.0	1575.0	1575	219.61650793650796	1575.0	40.74730158730159	0	164.0
NORP83_241	472	469	1182	0	169.33050847457628	0.991391101589554	1.8559322033898304	472.0	238	0	472.0	469.0	472	218.27330508474574	472.0	37.510593220338976	0	162.0
NORP83_208	1016	1016	2423	0	168.81889763779532	0.9841317862738128	3.4635826771653533	1016.0	391	0	1016.0	1016.0	1016	219.126968503937	1016.0	38.580708661417326	0	162.0
NORP83_226	999	978	2334	0	172.72172172172176	0.9883066221245842	2.557557557557557	999.0	336	0	999.0	978.0	999	218.32032032032032	999.0	35.65065065065065	0	164.0
NORP83_218	928	928	2046	0	169.33189655172413	0.9963274510282673	0.8092672413793104	928.0	190	0	928.0	928.0	928	219.58836206896552	928.0	40.99784482758621	0	163.0
NORP83_309	1710	1710	3746	0	173.27192982456143	0.9937123144578042	1.3730994152046785	1710.0	326	0	1710.0	1710.0	1710	219.45497076023392	1710.0	38.518713450292395	0	163.0
NORP83_293	523	523	1274	0	169.736137667304	0.9868713966862622	2.8795411089866163	523.0	228	0	523.0	523.0	523	218.75143403441686	523.0	39.504780114722756	0	160.0
NORP83_278	1310	1310	2828	0	170.5671755725191	0.9928810256256526	1.5572519083969465	1310.0	208	0	1310.0	1310.0	1310	219.4229007633588	1310.0	41.367938931297715	0	161.0
NORP83_242	1483	1483	3189	0	174.02764666217124	0.9970856904110932	0.6392447741065408	1483.0	223	0	1483.0	1483.0	1483	219.96223870532702	1483.0	39.7875927174646	0	165.0
NORP83_305	3282	3281	7026	0	170.8878732480195	0.9941975929463748	1.2803168799512492	3282.0	462	0	3282.0	3281.0	3282	219.9878123095673	3282.0	36.008531383302866	0	163.5
NORP83_299	2575	2575	5588	0	172.48	0.9957095215985224	0.9386407766990292	2575.0	438	0	2575.0	2575.0	2575	219.22834951456315	2575.0	41.001941747572815	0	165.0
NORP83_213	1650	1648	3622	0	172.17939393939395	0.9895804406022908	2.2666666666666666	1649.0	322	0	1650.0	1649.0	1650	218.65515151515152	1650.0	40.978787878787884	0	162.0
NORP83_257	944	943	2241	0	166.85381355932202	0.991084475374548	1.9459745762711864	943.0	353	0	944.0	944.0	944	220.34322033898303	944.0	39.563559322033896	0	159.0
NORP83_273	1122	1120	2457	0	171.98395721925132	0.9889005289984938	2.4385026737967914	1122.0	213	0	1122.0	1120.0	1122	219.6720142602496	1122.0	36.557932263814614	0	163.0
NORP83_368	1632	1632	3578	0	172.7334558823529	0.9982369731388844	0.3872549019607843	1632.0	314	0	1632.0	1632.0	1632	220.1397058823529	1632.0	41.75796568627451	0	164.0
NORP83_243	1172	1172	2555	0	171.509385665529	0.993672405598705	1.3796928327645048	1172.0	211	0	1172.0	1172.0	1172	218.79692832764505	1172.0	36.13054607508533	0	162.0
NORP83_314	2632	2616	5830	0	172.169452887538	0.991905889791802	1.7689969604863225	2631.0	566	0	2632.0	2616.0	2632	218.94452887537997	2632.0	37.66831306990881	0	164.0
NORP83_259	2338	2337	5019	0	172.48075278015395	0.9957774398716651	0.921300256629598	2338.0	343	0	2338.0	2337.0	2338	219.32207014542342	2338.0	41.2814371257485	0	165.0
NORP83_233	1658	1658	3530	0	170.87997587454763	0.9932918324080744	1.479493365500603	1658.0	214	0	1658.0	1658.0	1658	220.50422195416164	1658.0	41.49336550060313	0	163.0
NORP83_332	1956	1956	4222	0	172.21114519427402	0.99431178911044	1.242842535787321	1956.0	310	0	1956.0	1956.0	1956	218.81186094069525	1956.0	41.331288343558285	0	164.0
NORP83_258	1224	1221	2684	0	172.44771241830063	0.993356757027009	1.4640522875816993	1224.0	236	0	1224.0	1221.0	1224	220.81699346405227	1224.0	37.00408496732025	0	164.0
NORP83_291	3432	3429	7466	0	173.50407925407924	0.9924755158810654	1.6515151515151516	3432.0	602	0	3432.0	3429.0	3432	219.05856643356643	3432.0	38.54865967365967	0	165.0
NORP83_227	1425	1421	3166	0	171.2378947368421	0.9924899605986418	1.6561403508771932	1425.0	316	0	1425.0	1421.0	1425	219.75508771929825	1425.0	36.6161403508772	0	163.0
NORP83_245	1001	998	2154	0	176.17882117882118	0.995949488233327	0.8931068931068931	1001.0	152	0	1001.0	1000.0	1001	219.76623376623374	999.0	41.71328671328671	0	166.0
NORP83_230	917	917	1988	0	170.04689203925844	0.9987003772687768	0.28789531079607417	917.0	154	0	917.0	917.0	917	218.7459105779716	917.0	41.97818974918211	0	160.0
NORP83_339	2256	2250	4929	0	171.74556737588654	0.9948439352279834	1.1254432624113475	2256.0	417	0	2256.0	2250.0	2256	218.7681737588653	2256.0	39.89317375886525	0	163.0
NORP83_292	954	948	2195	0	172.6698113207547	0.9901766774067348	2.143605870020964	954.0	287	0	954.0	948.0	954	218.5440251572327	954.0	39.83438155136268	0	166.0
NORP83_375	1010	1009	2217	0	170.70990099009902	0.9932041722011429	1.489108910891089	1010.0	197	0	1010.0	1009.0	1010	218.75841584158417	1010.0	41.240594059405936	0	161.0
NORP83_265	1299	1299	2921	0	172.83602771362587	0.9924229874444712	1.655889145496536	1299.0	323	0	1299.0	1299.0	1299	219.34565050038486	1299.0	40.254041570438794	0	163.0
NORP83_354	2055	2055	4521	0	172.51727493917275	0.9955450708336016	0.9712895377128954	2055.0	411	0	2055.0	2055.0	2055	219.0510948905109	2055.0	41.52214111922141	0	164.0
NORP83_324	1027	1027	2322	0	167.6854917234664	0.993001171517742	1.5374878286270692	1027.0	268	0	1027.0	1027.0	1027	220.01947419668937	1027.0	40.2317429406037	0	160.0
NORP83_232	1164	1162	2527	0	171.64948453608247	0.9928370602796492	1.5661512027491409	1164.0	199	0	1164.0	1162.0	1164	218.6795532646048	1164.0	41.351374570446744	0	165.0
NORP83_264	1290	1289	2879	0	171.3294573643411	0.9915356732030616	1.8589147286821703	1290.0	299	0	1290.0	1290.0	1290	220.06666666666663	1289.0	40.906976744186046	0	163.0
NORP83_289	1003	1003	2220	0	171.7298105682951	0.990744465242822	2.0329012961116653	1003.0	214	0	1003.0	1003.0	1003	220.01296111665005	1003.0	38.37886340977069	0	166.0
NORP83_391	963	962	2135	0	170.7601246105919	0.9919947357054768	1.7684319833852544	963.0	209	0	963.0	962.0	963	220.43717549325027	963.0	39.41017653167186	0	161.0
NORP83_256	701	699	1554	0	172.76176890156918	0.99132512326903	1.9158345221112696	701.0	152	0	701.0	699.0	701	219.96433666191155	701.0	35.92154065620542	0	163.0
NORP83_343	1389	1387	2991	0	172.4168466522678	0.99451538847404	1.2102231821454283	1389.0	213	0	1389.0	1387.0	1389	220.16918646508282	1389.0	41.806335493160546	0	163.0
NORP83_283	1038	1038	2329	0	171.89402697495186	0.9895592308053932	2.2938342967244703	1038.0	253	0	1038.0	1038.0	1038	219.37957610789982	1038.0	40.9364161849711	0	162.0
NORP83_363	1053	1052	2336	0	172.74643874643874	0.9955719579707936	0.9724596391263058	1053.0	230	0	1053.0	1052.0	1053	219.16999050332387	1053.0	41.56410256410256	0	166.0
NORP83_246	4882	4880	10516	0	173.2591151167554	0.9953418505975212	1.0208930766079476	4882.0	752	0	4882.0	4880.0	4882	219.43076607947563	4882.0	41.60487505120852	0	165.0
NORP83_269	1543	1542	3314	0	171.72845106934543	0.9909798637495418	1.9870382372002595	1543.0	228	0	1543.0	1542.0	1543	219.7815942968244	1543.0	41.42449773169151	0	161.0
