scaffold	length	coverage	breadth	nucl_diversity	coverage_median	coverage_std	coverage_SEM	breadth_minCov	breadth_expected	nucl_diversity_median	nucl_diversity_rarefied	nucl_diversity_rarefied_median	breadth_rarefied	conANI_reference	popANI_reference	SNS_count	SNV_count	divergent_site_count	consensus_divergent_sites	population_divergent_sites
NORP83_352	14673	66.01219927758467	0.9999318476112588	0.003674395629318816	68	15.259054326223568	0.1259745918850952	0.9768281878279834	1.0	0.0	0.0033586445348448013	0.0	0.909016561030464	0.9928835554315216	0.996372008651364	52	67	119	102	52
NORP83_353	3705	76.0701754385965	0.9997300944669366	0.003712449731129386	79	20.202829496689944	0.33195308536517193	0.963292847503374	1.0	0.0	0.003070238179394225	0.0	0.9068825910931174	0.9966377136452788	0.9985990473521996	5	17	22	12	5
NORP83_354	7685	73.43227065712426	0.9997397527651268	0.003352301432256621	75	15.05864483408256	0.17178775820078812	0.9899804814573844	1.0	0.0	0.002941303552063013	0.0	0.9404033832140534	0.9969768664563616	0.9982912723449	13	21	34	23	13
NORP83_355	3220	22.38478260869565	0.9996894409937888	0.008493398573464983	11	26.19986637837427	0.4617836881748731	0.29006211180124225	0.9999999973948174	0.0	0.0056226955237963505	0.0	0.13136645962732918	0.9764453961456104	0.9914346895074948	8	14	22	22	8
NORP83_356	8931	62.001567573619965	0.9967528832157652	0.004306206657235467	71	25.89912210077948	0.27406862040155416	0.8656365468592543	1.0	0.0	0.0035920046951928297	0.0	0.7730377337364237	0.9884879058336568	0.9939205794851896	47	48	95	89	47
NORP83_357	3422	74.0999415546464	0.999707773232028	0.005136958031310979	75	20.170777451567787	0.3448626020098907	0.9699006428988896	1.0	0.0	0.004894283110247866	0.0	0.9149620105201636	0.9921663151551672	0.9981922265742692	6	32	38	26	6
NORP83_358	5051	52.652940011878826	0.9994060582062958	0.005407974899919954	55	22.00211740787193	0.309612715740926	0.8972480696891705	1.0	0.0	0.00430267429383291	0.0	0.5996832310433577	0.9872021182700794	0.9936010591350396	29	45	74	58	29
NORP83_359	3166	45.14687302590019	0.9990524320909664	0.006956336602219282	46	27.0192761496719	0.4802715410355545	0.7678458622867972	1.0	0.0	0.0029869986850031838	0.0	0.4567277321541377	0.9794323323735088	0.9925956396544632	18	36	54	50	18
NORP83_36	5301	67.44199207696661	0.9996227126957178	0.004536069228145645	70	18.159189452872024	0.24943565040975865	0.9637804187889076	1.0	0.0	0.003936350128309618	0.0	0.8796453499339747	0.9896261499314934	0.9951066744959874	25	37	62	53	25
NORP83_360	15774	65.68314948649677	0.99987320907823	0.00348755727714134	68	15.857938775564573	0.1262669194711708	0.9775580068467098	1.0	0.0	0.003381936410370101	0.0	0.8780905287181437	0.9920881971465628	0.9955252918287938	69	62	131	122	69
NORP83_361	7588	72.78439641539272	1.0	0.004698477761811759	75	17.701380182808595	0.2032226394842272	0.9901159725882972	1.0	0.0	0.003755195210869533	0.0	0.9018186610437532	0.992280047916944	0.996938639691202	23	43	66	58	23
NORP83_362	3278	132.11683953630262	0.9832214765100672	0.005550173024336469	161	60.59012279749477	1.058433585133998	0.9151921903599756	1.0	0.0	0.004736969921465661	0.0	0.8557046979865772	0.9953333333333332	0.9963333333333332	11	27	38	14	11
NORP83_363	4609	31.38207854198308	1.0	0.00673021655409356	20	26.140258563089752	0.3850823769152184	0.5035799522673031	0.9999999999990764	0.0	0.004495698998692177	0.0	0.3228466044695162	0.9797501077121932	0.989228780697975	25	23	48	47	25
NORP83_364	3829	73.35231130843562	0.9994776704100288	0.004156076965469714	76	17.022972603248782	0.2751372775300837	0.9770174980412639	1.0	0.0	0.0036194656636309172	0.0	0.9284408461739356	0.9954557604918473	0.9983961507618284	6	18	24	17	6
NORP83_365	3681	65.50312415104591	0.9991850040749796	0.002774445576488538	68	16.288390290776846	0.2685061625196945	0.9608801955990219	1.0	0.0	0.002546039399396349	0.0	0.9122521054061395	0.9968900197907832	0.9971727452643484	10	3	13	11	10
NORP83_366	3847	54.23030933194696	0.9212373277878868	0.004769811828569281	61	25.52668469236435	0.4116136552542064	0.8562516246425786	1.0	0.0	0.004461455583847807	0.0	0.6750714842734599	0.9924104432301154	0.9966605950212508	11	24	35	25	11
NORP83_367	3207	62.07920174618023	0.9996881821016528	0.005360300572780252	71	24.470200931573444	0.4321711546764385	0.8868101028999065	1.0	0.0	0.0036151690711094813	0.0	0.7564702213907079	0.9898030942334741	0.9957805907172996	12	21	33	29	12
NORP83_182	3659	81.8827548510522	0.999453402569008	0.002907682744777817	84	18.172766444272348	0.300468669925682	0.9751298168898608	1.0	0.0	0.002894295854396378	0.0	0.9390543864443835	0.9971973094170404	0.9977578475336324	8	6	14	10	8
NORP83_183	3899	70.2952038984355	1.0	0.00393015635047822	73	17.713438229185762	0.2837147728246231	0.9820466786355476	1.0	0.0	0.0038441228914896093	0.0	0.8858681713259811	0.9947767041002872	0.9973883520501436	10	16	26	20	10
NORP83_184	6625	70.48966037735849	1.0	0.003754708982685817	72	14.746673647241314	0.1811898674439276	0.985811320754717	1.0	0.0	0.003814739664607103	0.0	0.9359999999999999	0.9943347113765121	0.9969376818251416	20	26	46	37	20
NORP83_185	14351	79.32011706501291	0.9999303184447076	0.003441692200476853	81	15.818374974830835	0.13204924296470175	0.9944951571319072	1.0	0.0	0.0032275216922528216	0.0	0.9519894084035956	0.9958660313901344	0.9978279147982064	31	50	81	59	31
NORP83_186	14028	63.70430567436556	0.9999287140005704	0.0042069905634033455	70	23.11069718126767	0.19513296722674373	0.9206586826347304	1.0	0.0	0.0037100307984095924	0.0	0.7888508696891929	0.9892373209446379	0.9934959349593496	84	77	161	139	84
NORP83_187	3739	41.79539983952929	0.9997325488098422	0.005558755438628604	52	28.901741114385533	0.4727204147709179	0.6402781492377642	1.0	0.0	0.004718714516789514	0.0	0.5159133458143889	0.995405179615706	0.9991645781119464	2	21	23	11	2
NORP83_188	4538	78.15932128691054	0.9997796386073159	0.002537397063043234	81	17.364775739177226	0.2578011137569716	0.982150727192596	1.0	0.0	0.002321134884588516	0.0	0.9321286910533274	0.9991025353376712	0.9993269015032532	3	3	6	4	3
NORP83_189	4052	56.23494570582429	0.9980256663376109	0.0059729428646752005	63	21.671321661331095	0.3404899335558187	0.8840078973346496	1.0	0.0	0.005110948494389089	0.0	0.7416090819348471	0.9821328866554996	0.9916247906197656	30	41	71	64	30
NORP83_19	15628	75.53442539032505	0.9998720245712824	0.0036072304168416336	77	15.464070494844382	0.12370464711467062	0.9886741745584848	1.0	0.0	0.003332160831610586	0.0	0.9458663936524188	0.9963756391172092	0.9972817293379068	42	38	80	56	42
NORP83_190	3764	66.2077577045696	0.9989373007438896	0.006324528964679388	77	25.42292394726527	0.4144368738540224	0.9272051009564294	1.0	0.0	0.004330471629915178	0.0	0.7550478214665249	0.9882521489971346	0.9968481375358166	11	37	48	41	11
NORP83_191	5588	61.22798854688619	0.9998210450966356	0.004731035433791053	69	22.887964122669654	0.3062089133846847	0.9010379384395132	1.0	0.0	0.004243818264115906	0.0	0.7874015748031497	0.991261171797418	0.9950347567030784	25	22	47	44	25
NORP83_192	4233	42.137963619182614	0.9992912827781716	0.006845703262549185	42	27.535066358010504	0.4232659161341478	0.6756437514764942	1.0	0.0	0.003670378855713752	0.0	0.4242853768013229	0.9786713286713288	0.988111888111888	34	32	66	61	34
NORP83_193	3429	49.659959171770204	0.9023038786818316	0.004689223974149392	61	32.977733645857384	0.5632489611060306	0.7226596675415573	1.0	0.0	0.003998734245571955	0.0	0.5529308836395451	0.9895076674737692	0.9959644874899112	10	20	30	26	10
NORP83_194	6853	74.0682912593025	1.0	0.002933501382863635	82	26.442005127280407	0.3194373599989432	0.907777615642784	1.0	0.0	0.0027304910248642233	0.0	0.8590398365679265	0.996302845201736	0.9974280662272946	16	8	24	23	16
NORP83_195	3128	74.29283887468031	0.9996803069053708	0.004461594889685228	78	22.736394990371323	0.4065909098137028	0.9737851662404092	1.0	0.0	0.00404700683120085	0.0	0.8650895140664961	0.9904793171372293	0.9954038082731452	14	20	34	29	14
NORP83_196	3979	29.24302588590098	0.998240764011058	0.005684341669783155	22	25.49715768482063	0.4042587049825891	0.5131942699170646	0.9999999999938929	0.0	0.004002927806763479	0.0	0.2746921337019352	0.9804113614103821	0.9897159647404504	21	20	41	40	21
NORP83_197	7022	59.265024209626894	0.9871831387069212	0.004597645105643644	68	26.35602319572356	0.3145432679475534	0.8427798348048989	1.0	0.0	0.004360682173098707	0.0	0.7432355454286528	0.9907063197026024	0.9942548158161542	34	31	65	55	34
NORP83_198	3155	75.54643423137877	1.0	0.003683858831749265	75	19.519602462966184	0.34756827147049146	0.9781299524564184	1.0	0.0	0.003758686899160368	0.0	0.926782884310618	0.9977316915100454	0.9977316915100454	7	3	10	7	7
NORP83_199	6120	67.07777777777778	0.9807189542483659	0.003947983710811731	72	20.916324806900032	0.26738999351769804	0.9516339869281044	1.0	0.0	0.004085550103986257	0.0	0.8526143790849673	0.9881524725274724	0.9915865384615384	49	26	75	69	49
NORP83_2	5519	70.02246783837651	1.0	0.004848648454332416	75	18.24522024985122	0.24561690938769298	0.9662982424352238	1.0	0.0	0.004534326019220103	0.0	0.876245696684182	0.9934370898181136	0.9979373710856928	11	33	44	35	11
NORP83_146	6442	63.11362930766842	0.9995343061161129	0.0045134187535177395	66	17.51323987271637	0.21821763592993493	0.9597950946910896	1.0	0.0	0.003641333637546706	0.0	0.8427506985408258	0.9941775836972344	0.997573993207181	15	27	42	36	15
NORP83_147	5079	49.94861193148258	0.9996062216971844	0.01130056499761378	52	23.238321964817576	0.3261057197852693	0.8712344949793266	1.0	0.0	0.007040584043864762	0.0	0.5394762748572554	0.9798870056497176	0.9963841807909604	16	101	117	89	16
NORP83_148	3956	30.208291203235593	0.9881193124368048	0.005766598324179029	16	28.420806759086627	0.4519216608766312	0.4565217391304348	0.999999999997396	0.0	0.0038162711818339186	0.0	0.2982810920121335	0.9872646733111851	0.996124031007752	7	18	25	23	7
NORP83_149	9106	71.2643312101911	0.9991214583790908	0.0034776680886110523	72	14.766514149414899	0.1547526201229292	0.9892378651438613	1.0	0.0	0.003020366107505668	0.0	0.9360860970788492	0.9944493783303732	0.9963365896980462	33	29	62	50	33
NORP83_15	7022	59.8761036741669	0.9880375961264596	0.003044876890018866	75	31.713677869759092	0.3784836506521436	0.7720022785531188	1.0	0.0	0.002967680132389017	0.0	0.7120478496154942	0.9963106437926582	0.997970854085962	11	15	26	20	11
NORP83_150	5852	56.258031442241965	0.8829460013670541	0.003516635510447119	73	34.0133522205007	0.4446664746476662	0.7240259740259741	1.0	0.0	0.002997983998108245	0.0	0.6780587833219412	0.9912674061836204	0.9945716308708992	23	17	40	37	23
NORP83_151	7017	66.09277469003848	0.999714977910788	0.004575634831028075	67	13.591322310106824	0.16226203615632073	0.9905942710560068	1.0	0.0	0.0039749173868617324	0.0	0.9045176001140088	0.9913681484678464	0.9948208890807078	36	37	73	60	36
NORP83_152	11624	73.62715072264281	0.9997419132828629	0.0030433909319524943	76	15.765771092171748	0.14623660557587892	0.9920853406744666	1.0	0.0	0.0026821170787404425	0.0	0.9265313145216793	0.9970516822754076	0.9988727020464794	13	26	39	34	13
NORP83_153	4833	66.17628801986343	0.9987585350713842	0.002860321439708491	68	17.094822044765632	0.2459241173842409	0.9824125801779432	1.0	0.0	0.0026770420786607074	0.0	0.8561969791020072	0.995787700084246	0.9968407750631844	15	9	24	20	15
NORP83_154	3364	52.71848989298454	0.8546373365041617	0.0029658978280812103	66	32.989947347930396	0.5688767555586476	0.7173008323424495	1.0	0.0	0.0027363430241499342	0.0	0.6519024970273484	0.9979278905926232	0.9983423124740988	4	7	11	5	4
NORP83_155	5267	48.90582874501614	0.9996202771976456	0.005743082797576182	54	22.84326903913804	0.3147877528702335	0.8342509967723561	1.0	0.0	0.004128115834158064	0.0	0.5773685209796848	0.987938097405553	0.994310423304506	25	39	64	53	25
NORP83_156	3377	62.82410423452768	0.9499555818774059	0.002934205726523253	70	24.53057967177411	0.42218868723396	0.8895469351495409	1.0	0.0	0.0028952109208696397	0.0	0.8285460467870891	0.9930093209054592	0.9953395472703064	14	10	24	21	14
NORP83_157	3183	54.821866163996226	0.9987433239082626	0.0049712581933571975	61	21.501667574568987	0.3811729344217143	0.9117185045554508	1.0	0.0	0.004011698207765257	0.0	0.666038328620798	0.9910406616126808	0.9962095106822879	11	27	38	26	11
NORP83_158	10647	66.12952005259697	0.9993425378040762	0.004200119461858498	70	16.61429469994949	0.16102328364231958	0.9722926646003568	1.0	0.0	0.003826218914494861	0.0	0.8669108669108669	0.9922720247295208	0.9965224111282844	36	60	96	80	36
NORP83_159	5139	70.73496789258611	0.9990270480638256	0.005295380443213871	77	22.071462355929842	0.3079172777351691	0.9612765129402608	1.0	0.0	0.004206097359043648	0.0	0.8361548939482389	0.9906882591093116	0.9965587044534412	17	41	58	46	17
NORP83_16	4351	69.10595265456217	1.0	0.004765954282548668	72	17.114591788471436	0.25949077102983525	0.9742587910825098	1.0	0.0	0.00440837595082888	0.0	0.9000229832222477	0.9938664779429109	0.9969332389714556	13	30	43	26	13
NORP83_160	6104	56.16710353866317	0.959043250327654	0.004187182224079543	71	34.17117680317416	0.4374095396498176	0.7531127129750983	1.0	0.0	0.003533858362115061	0.0	0.6449868938401049	0.9943441374809658	0.9976071350881008	11	18	29	26	11
NORP83_161	4974	69.87555287494972	0.9997989545637314	0.004131810904815847	72	14.39802659844579	0.20417085238966973	0.9839163650985122	1.0	0.0	0.004282043563564209	0.0	0.9169682348210696	0.9938700449530036	0.9948917041275029	25	15	40	30	25
NORP83_162	3733	69.30779533886954	1.0	0.004898381704664501	73	21.911502490147505	0.3586751932588993	0.9482989552638628	1.0	0.0	0.004179096856424924	0.0	0.8304312885079025	0.98954802259887	0.9932203389830508	24	18	42	37	24
NORP83_163	9865	71.06467308667004	1.0	0.002783589103804829	73	13.712967875128955	0.1380717809748729	0.9945261023821592	1.0	0.0	0.0027276257650064033	0.0	0.9294475418144956	0.9990826623178064	0.9990826623178064	9	9	18	9	9
NORP83_164	4576	76.80944055944056	1.0	0.003086264393353466	80	15.541900225650954	0.2297780647570972	0.982298951048951	1.0	0.0	0.0031511834077104783	0.0	0.9418706293706294	0.9991101223581758	0.9991101223581758	4	4	8	4	4
NORP83_80	5104	66.33522727272727	0.9990203761755486	0.003879070775478111	71	18.756469239960946	0.2625658893257637	0.9702194357366772	1.0	0.0	0.0032177157196409123	0.0	0.8405172413793104	0.9937399030694668	0.9979806138933764	10	24	34	31	10
NORP83_81	3256	67.23126535626535	0.9969287469287468	0.0027131386531493717	71	17.40856119331744	0.3051317374690799	0.9732800982800984	1.0	0.0	0.0030065813318932433	0.0	0.8866707616707616	0.9952666456295362	0.9968444304196908	10	9	19	15	10
NORP83_82	3601	66.84309913912801	0.9991668980838656	0.0038295022527897733	73	20.888168071955928	0.3481361345325989	0.91113579561233	1.0	0.0	0.0034086514861528805	0.0	0.8730908081088586	0.99268515696434	0.9954282231027126	15	15	30	24	15
NORP83_83	3361	59.939601309134176	0.9979172865218684	0.006042741166622623	75	32.08052358942141	0.5534416113682418	0.7649509074680154	1.0	0.0	0.005540065273205719	0.0	0.7307349003272835	0.9891092959937768	0.9972773239984442	7	26	33	28	7
NORP83_84	6262	62.13015011178536	0.9822740338549985	0.004094787784904574	69	25.815386783301577	0.32625470572749976	0.8779942510380071	1.0	0.0	0.0032357332683596862	0.0	0.7829766847652507	0.991633321207712	0.9949072389959984	28	26	54	46	28
NORP83_85	5620	73.6193950177936	1.0	0.003660223528248796	78	20.765265301709167	0.2770179863679917	0.95	1.0	0.0	0.003698690936404514	0.0	0.8834519572953736	0.997939689080352	0.9988761940438284	6	18	24	11	6
NORP83_86	3077	59.72960675983101	0.99480012999675	0.00638218624807929	70	26.507061701740103	0.4779345461970582	0.8748781280467989	1.0	0.0	0.00530385334010519	0.0	0.7084822879428014	0.9918276374442794	0.9981426448737	4	21	25	22	5
NORP83_87	12913	66.89498954541935	1.0	0.0037468357972689774	70	18.515267132833934	0.1629420678880195	0.9522186943390382	1.0	0.0	0.002945362299933918	0.0	0.8841477580732595	0.993412491867274	0.9965842550422902	42	52	94	81	42
NORP83_88	3672	65.93218954248366	0.9986383442265796	0.006081618680669476	71	17.547384612891594	0.2896144342039075	0.949346405228758	1.0	0.0	0.005894241576593351	0.0	0.8796296296296297	0.9959839357429718	0.9974182444061962	9	28	37	14	9
NORP83_89	16928	64.92787098298676	0.9998818525519848	0.004423723377418365	69	18.090093220758078	0.13904353728232802	0.9578804347826086	1.0	0.0	0.003750368515639369	0.0	0.8498345935727788	0.9917977181621956	0.9953746530989824	75	90	165	133	75
NORP83_9	17245	45.81229341838214	0.9366193099449116	0.0036189668967334665	59	32.37764388211753	0.2465620515047725	0.6658741664250507	1.0	0.0	0.003257371907022022	0.0	0.5643954769498405	0.9921623269180528	0.9946877993555692	61	39	100	90	61
NORP83_90	14944	62.493576017130614	0.9998661670235546	0.004155810221651124	68	21.81471178771946	0.17845576456476656	0.9245851177730192	1.0	0.0	0.00329658891389073	0.0	0.7964400428265525	0.9903741767388001	0.9949337772309472	70	76	146	133	70
NORP83_91	11624	69.76015141087406	0.9999139710942876	0.003272950347729009	71	14.05878580110808	0.130403334036306	0.9863214039917412	1.0	0.0	0.0032133027890651755	0.0	0.936424638678596	0.9961622328826863	0.9975577845617096	28	27	55	44	28
NORP83_92	3536	49.47143665158371	0.9994343891402716	0.0048247210257469355	55	28.369108389795407	0.4771456595562503	0.7106900452488688	1.0	0.0	0.0036588176866563242	0.0	0.5596719457013575	0.9888579387186628	0.9932351770791882	17	17	34	28	17
NORP83_93	5116	70.99276778733386	0.9974589523064894	0.0027025481154794306	77	22.309626960636926	0.3119388663327942	0.952697419859265	1.0	0.0	0.0026517564108152762	0.0	0.8180218921032056	0.9983586376692656	0.9985638079606072	7	3	10	8	7
NORP83_219	7104	76.00647522522524	0.9995777027027029	0.0035121910887605523	80	18.69897600316536	0.2218691486622428	0.9572072072072072	1.0	0.0	0.0036403648306171377	0.0	0.9262387387387389	0.9952941176470588	0.9970588235294118	20	22	42	32	20
NORP83_22	5302	64.2197284043757	0.998868351565447	0.0037549397583431783	67	18.0775030844572	0.24829017934947786	0.9677480196152396	1.0	0.0	0.0032780050320776466	0.0	0.8394945303658997	0.9935685051646852	0.9976612746053399	12	31	43	33	12
NORP83_220	8520	59.81854460093896	0.9998826291079812	0.0039589419587904295	67	24.156593667156873	0.26172269585757035	0.8860328638497652	1.0	0.0	0.002761437011197021	0.0	0.7645539906103287	0.9936415419260828	0.9976155782222812	18	40	58	48	18
NORP83_221	4472	65.19879248658319	1.0	0.0043880922946262215	69	19.747105681580635	0.2953256139430543	0.9510286225402504	1.0	0.0	0.003543746740153786	0.0	0.8331842576028623	0.9913002586409592	0.9955325652480602	19	22	41	37	19
NORP83_222	7529	60.15553194315314	1.0	0.0046418302074519024	68	24.502034557341126	0.2823984722173121	0.8873688404834642	1.0	0.0	0.0033978850509470693	0.0	0.7410014610173994	0.9899715611435412	0.9955096542433768	30	46	76	67	30
NORP83_223	15732	50.05383930841597	0.9989193999491482	0.004426909981385063	61	28.699034684012684	0.2288174406156168	0.7479023646071701	1.0	0.0	0.003305679099795289	0.0	0.6178489702517163	0.9930307666156722	0.997790243073262	26	65	91	82	26
NORP83_224	5108	56.89624119028974	0.9980422866092404	0.0054824586030093325	70	29.27207788026199	0.4096100681811661	0.8326155050900548	1.0	0.0	0.0038315019182524335	0.0	0.6413469068128426	0.981424876557724	0.9894192334822478	45	38	83	79	45
NORP83_225	4049	50.89552976043468	1.0	0.006138590356307261	59	35.72576322261909	0.5615148724969248	0.6618918251420104	1.0	0.0	0.003931596009874139	0.0	0.5401333662632749	0.9888059701492538	0.996268656716418	10	34	44	30	10
NORP83_226	6089	59.86877976679257	0.9944161602890458	0.0037816189664017226	63	22.059178365141463	0.28271705642267225	0.9236327804237148	1.0	0.0	0.003418260596109057	0.0	0.7590737395303006	0.9944879089615932	0.9969772403982929	17	21	38	31	17
NORP83_227	5400	74.33962962962963	0.9925925925925926	0.003326030331524565	81	25.9714484231465	0.35345937655602905	0.9292592592592592	1.0	0.0	0.002844847814391427	0.0	0.8572222222222222	0.9910322837783978	0.9934236747708249	33	14	47	45	33
NORP83_228	4130	28.04043583535109	1.0	0.006894595341392917	21	24.815650802457608	0.38619195975197135	0.5104116222760291	0.9999999999823398	0.0	0.006342574216351649	0.0	0.19564164648910407	0.9720113851992409	0.9848197343453512	32	31	63	59	32
NORP83_229	7628	56.58730991085474	0.9994756161510224	0.003129563933853441	73	35.260631305060045	0.40375062761240943	0.6928421604614577	1.0	0.0	0.003326127632965803	0.0	0.6743576297850026	0.9984862819299906	0.9986754966887416	7	10	17	8	7
NORP83_23	6424	69.93088418430884	0.9998443337484434	0.0020078562850657233	73	14.759652437135587	0.1841650307039332	0.9858343711083436	1.0	0.0	0.0018581089155944586	0.0	0.9070672478206724	1.0	1.0	0	0	0	0	0
NORP83_230	3218	65.69825978868863	0.9993784959602238	0.0025200065612792644	69	17.512155152291847	0.3087550472922761	0.971100062150404	1.0	0.0	0.0024604584733530772	0.0	0.8676196395276571	0.99744	0.99872	4	5	9	8	4
NORP83_231	4168	72.8985124760077	1.0	0.005515117922383461	78	24.17794353623564	0.3745481090208013	0.9577735124760076	1.0	0.0	0.004960185598546385	0.0	0.8279750479846449	0.9962424849699398	0.998997995991984	4	23	27	15	4
NORP83_232	3935	68.87547649301143	0.9992376111817026	0.004671380626356636	76	26.10721216317545	0.4162395283061408	0.9217280813214742	1.0	0.0	0.004519390106349608	0.0	0.8165184243964422	0.9878687620623104	0.9928315412186379	26	24	50	44	26
NORP83_233	5517	72.08809135399673	1.0	0.004520712072167199	75	14.435754478357785	0.19436916021387146	0.9871306869675548	1.0	0.0	0.004169239855081552	0.0	0.9322095341671198	0.9913698127065736	0.9946749908189496	28	33	61	47	29
NORP83_234	3165	70.93775671406003	0.9671406003159556	0.004598417464345861	77	26.968642126714894	0.4794472620021381	0.9011058451816746	1.0	0.0	0.004058413765357982	0.0	0.8524486571879937	0.9975455820476858	0.9996493688639552	1	13	14	7	1
NORP83_235	3608	71.73558758314857	0.9994456762749444	0.004664079929617371	76	18.070198716096762	0.30087760077106324	0.975609756097561	1.0	0.0	0.0042956034491133934	0.0	0.8888580931263859	0.9886363636363636	0.9926136363636364	26	17	43	40	26
NORP83_236	4454	68.93488998652896	0.998877413560844	0.0032972858980502284	72	18.832606494502052	0.2822175935821086	0.9515042658284688	1.0	0.0	0.0032834525466993725	0.0	0.910417602155366	0.9938650306748468	0.9952807928268051	20	7	27	26	20
NORP83_237	3149	43.46935535090505	1.0	0.007921845869003574	48	25.339851297186648	0.4516340738325787	0.7583359796760877	1.0	0.0	0.006501544754804578	0.0	0.4728485233407431	0.9857621440536012	0.9958123953098827	10	33	43	34	10
NORP83_238	3982	52.53063787041688	1.0	0.004374788181259692	58	30.75951242731915	0.4875098089343274	0.7832747363134104	1.0	0.0	0.0034208333947591822	0.0	0.5786037167252637	0.9881372234690606	0.9942289195254891	18	21	39	37	18
NORP83_239	3627	38.7422111938241	0.9944858009374138	0.006363168247746409	41	29.172589342965736	0.4844635181661248	0.6288944030879515	0.9999999999999986	0.0	0.004483733455340033	0.0	0.413564929693962	0.9820254274441036	0.9916703200350724	19	30	49	41	19
NORP83_165	3380	7.9159763313609455	0.9846153846153848	0.01734784504049991	5	9.320717797455023	0.1603449413759533	0.06479289940828402	0.9990787757818624	0.0	0.009698245609015776	0.0	0.016863905325443792	0.9680365296803652	1.0	0	7	7	7	0
NORP83_166	9405	69.97182349813929	0.9997873471557682	0.003809136713374573	73	17.373097356925346	0.17915170394291355	0.9758639021796915	1.0	0.0	0.00368179416466774	0.0	0.8818713450292398	0.9925909784266724	0.995532795816082	41	38	79	68	41
NORP83_167	3539	70.92398982763494	0.9994348686069512	0.003989803497767118	74	14.828248638650464	0.24929349445825585	0.9762644814919468	1.0	0.0	0.003744934698278413	0.0	0.9287934444758408	0.9921852387843704	0.9933429811866858	23	9	32	27	23
NORP83_168	3869	66.53993279917293	1.0	0.002548915856832923	69	17.659241742359765	0.2839414652102524	0.9733781338847248	1.0	0.0	0.002331819621485209	0.0	0.8764538640475575	0.9962825278810408	0.9970791290493892	11	4	15	14	11
NORP83_169	5479	64.47034130315751	1.0	0.0023863663853600503	69	18.910963852616373	0.2555069104288945	0.9417776966599744	1.0	0.0	0.002246114293000589	0.0	0.8501551377988684	0.998062015503876	0.999031007751938	5	7	12	10	5
NORP83_17	6627	62.66138524219104	0.9996982043156782	0.004664895570833938	66	14.263267332655168	0.1752238855057546	0.9806850762034104	1.0	0.0	0.004721526397141407	0.0	0.838388411045722	0.9907678104323742	0.9946145560855516	35	44	79	60	35
NORP83_170	23414	50.37148714444349	0.7018450499701033	0.003190533244761262	68	37.3234672333876	0.2439233910361223	0.6689587426326129	1.0	0.0	0.0030158717980081073	0.0	0.615144785171265	0.9977015897337674	0.9984677264891784	24	25	49	36	24
NORP83_171	4094	59.95481191988276	0.9997557401074744	0.005638459310476018	62	16.975733709600934	0.2653430285309074	0.9631167562286272	1.0	0.0	0.005322419202538953	0.0	0.7997068881289692	0.9850367740299264	0.9918843520162312	32	43	75	59	32
NORP83_172	4386	62.44140446876425	0.998860009119927	0.0036867515186319593	69	23.932109864556264	0.361406691251008	0.9097127222982216	1.0	0.0	0.003100267853349603	0.0	0.7663018695850433	0.9919799498746869	0.9944862155388472	22	16	38	32	22
NORP83_173	5867	62.75217317197887	0.9964206579171638	0.004038698597759516	69	21.733748661546056	0.2837681253069257	0.9043804329299472	1.0	0.0	0.003506611681674099	0.0	0.824953127663201	0.9903882397286092	0.9949114210327932	27	32	59	51	27
NORP83_174	6314	67.95533734558124	0.9904973075704784	0.004202718716527776	80	31.354082052845	0.3946173682412923	0.8500158378207159	1.0	0.0	0.0035346340077814227	0.0	0.7549889135254989	0.989752189305012	0.9940376374138252	32	31	63	55	32
NORP83_175	5738	67.8130010456605	0.9993028929940746	0.004258248307515644	71	18.186872945316992	0.24011296348290675	0.9635761589403974	1.0	0.0	0.003666919957106996	0.0	0.871906587661206	0.99023331524688	0.9940314704286488	33	33	66	54	33
NORP83_176	5273	63.82647449269865	0.9994310639104874	0.004150546140122557	68	18.269658814014786	0.25161859685163074	0.953347240659966	1.0	0.0	0.0038655642690604845	0.0	0.8486630001896454	0.993037596976328	0.9964193355878256	18	20	38	35	18
NORP83_177	4075	32.36883435582822	1.0	0.005436938766466226	18	30.048527793681576	0.4707742352771642	0.4925153374233129	0.9999999999996136	0.0	0.003908681716182971	0.0	0.3052760736196319	0.9795714997508721	0.9880418535127056	24	19	43	41	24
NORP83_178	9341	70.75559361952682	0.9995717803233058	0.0035748267505196774	74	17.697686767737647	0.18312307235399888	0.9703457873889304	1.0	0.0	0.0033225131667494745	0.0	0.8996895407343968	0.997352162400706	0.9981244483671668	17	20	37	24	17
NORP83_179	5154	61.59138533178114	0.9986418315871168	0.0052087967719133274	70	26.0498740237422	0.3628904641460596	0.8812572759022119	1.0	0.0	0.0040989304969741855	0.0	0.7436942180830423	0.9876706296785556	0.9949361514751209	23	44	67	56	23
NORP83_18	3265	62.233996937212865	1.0	0.005655949396291882	72	23.782289898466296	0.4162733362175359	0.929249617151608	1.0	0.0	0.004585867265051946	0.0	0.7151607963246555	0.9861568885959129	0.9937376400791036	19	27	46	42	19
NORP83_180	7331	72.48970126858545	0.9997271859227936	0.004167484347918582	74	19.68241219832725	0.22989331114272685	0.9856772609466647	1.0	0.0	0.003691458790787583	0.0	0.8799618060291908	0.9939108773872128	0.9964018820924442	25	30	55	44	26
