# min_read_ani:0.95 max_insert_relative:3 min_insert:50 min_mapq:1 pairing_filter:paired_only
scaffold	pass_pairing_filter	filtered_pairs	pass_max_insert	unfiltered_reads	mean_mistmaches	unfiltered_priority_reads	mean_mapq_score	median_insert	filtered_priority_reads	mean_PID	unfiltered_singletons	pass_min_read_ani	mean_insert_distance	unfiltered_pairs	mean_pair_length	filtered_singletons	pass_min_mapq	pass_min_insert
NORP83_158	4260	4259	4260.0	9112	1.7678403755868544	0	40.348356807511735	164.0	0	0.9919497626968774	592	4260.0	172.20774647887325	4260	219.59178403755868	0	4259.0	4260.0
NORP83_146	2460	2459	2460.0	5297	1.3211382113821135	0	40.52642276422764	166.0	0	0.9939573787769318	377	2460.0	172.4857723577236	2460	218.4280487804878	0	2459.0	2460.0
NORP83_148	743	740	743.0	1877	2.403768506056528	0	35.99057873485868	159.0	0	0.9890437971049348	391	743.0	166.21130551816958	743	219.86944818304173	0	740.0	743.0
NORP83_144	6879	6876	6879.0	14610	1.4662014827736591	0	41.057711876726266	165.0	0	0.9933279353400688	852	6879.0	171.94723070213695	6879	219.7493821776421	0	6876.0	6879.0
NORP83_138	1974	1972	1973.0	4252	1.290273556231003	0	40.76241134751773	169.0	0	0.994068360147824	304	1973.0	174.46200607902736	1974	218.51367781155014	0	1974.0	1974.0
NORP83_149	3882	3880	3881.0	8130	1.4399793920659454	0	38.29495105615661	167.0	0	0.9934659809414388	366	3882.0	174.9528593508501	3882	219.89155074703757	0	3881.0	3882.0
NORP83_153	1919	1919	1919.0	4076	1.1818655549765502	0	41.316310578426254	167.0	0	0.994586875048175	238	1919.0	174.04794163626892	1919	218.6743095362168	0	1919.0	1919.0
NORP83_178	3966	3963	3965.0	8410	0.9745335350479072	0	34.961926374180536	167.0	0	0.9955497554075752	478	3966.0	173.27962682803832	3966	219.65078164397374	0	3964.0	3966.0
NORP83_183	1656	1653	1656.0	3559	1.3019323671497585	0	40.93719806763285	165.5	0	0.9940524994638122	247	1656.0	172.7493961352657	1656	219.399154589372	0	1653.0	1656.0
NORP83_135	2154	2153	2154.0	4570	2.319405756731662	0	40.597957288765095	165.0	0	0.9894634963421968	262	2154.0	173.533426183844	2154	219.75162488393687	0	2153.0	2154.0
NORP83_163	4236	4234	4235.0	8974	0.5769593956562795	0	41.59159584513692	166.0	0	0.9973662478384	502	4235.0	172.91312559017942	4236	219.08356940509915	0	4236.0	4236.0
NORP83_145	6407	6347	6407.0	13441	1.0593101295458092	0	39.38894958638989	167.0	0	0.9951992762100698	627	6407.0	173.85203683471204	6407	220.3877009520837	0	6347.0	6407.0
NORP83_167	1503	1503	1503.0	3161	2.005988023952096	0	41.40585495675316	167.0	0	0.9908234364753252	155	1503.0	174.02794411177643	1503	219.47571523619428	0	1503.0	1503.0
NORP83_162	1565	1565	1565.0	3376	2.104792332268371	0	38.96932907348243	164.0	0	0.9904255872948852	246	1565.0	171.82364217252396	1565	219.98658146964854	0	1565.0	1565.0
NORP83_164	2119	2118	2118.0	4480	0.6257668711656442	0	41.64605946201039	166.0	0	0.997151977913846	242	2119.0	174.3048607833884	2119	219.54459650778668	0	2119.0	2119.0
NORP83_161	2103	2103	2103.0	4422	1.7375178316690445	0	41.355206847360904	164.0	0	0.9921101585965002	216	2103.0	172.13124108416545	2103	219.59533999048978	0	2103.0	2103.0
NORP83_134	2526	2518	2526.0	5386	0.8064133016627079	0	34.98772763262075	166.0	0	0.9963491037912314	334	2526.0	173.7600950118765	2526	219.9532858273951	0	2518.0	2526.0
NORP83_133	11596	11594	11596.0	24542	1.663590893411521	0	40.628923766816136	167.0	0	0.9924117467254282	1350	11596.0	173.742497412901	11596	219.66031390134532	0	11594.0	11596.0
NORP83_188	2120	2119	2120.0	4500	0.4981132075471698	0	41.539622641509425	167.0	0	0.9977451082444838	260	2120.0	174.22311320754716	2120	220.01084905660375	0	2119.0	2120.0
NORP83_180	3203	3199	3203.0	6842	1.4267873868248515	0	38.57883234467687	167.0	0	0.9934750335965264	436	3203.0	173.31595379331876	3203	219.49484857945683	0	3199.0	3203.0
NORP83_204	1598	1597	1598.0	3424	1.4868585732165207	0	41.46370463078848	165.0	0	0.9932434781412094	228	1598.0	171.64768460575718	1598	220.10638297872345	0	1597.0	1598.0
NORP83_160	2084	2080	2083.0	4541	1.2082533589251438	0	40.51295585412668	165.0	0	0.994463227521896	373	2083.0	172.20633397312858	2084	219.2725527831094	0	2082.0	2084.0
NORP83_170	7091	7086	7090.0	15029	0.7752080101537159	0	41.548723734311096	166.0	0	0.9964488589031144	847	7091.0	173.3122267663235	7091	219.3717388238612	0	7087.0	7091.0
NORP83_168	1557	1556	1557.0	3289	0.9588953114964676	0	36.78227360308285	166.0	0	0.9955941753817684	175	1557.0	173.29736673089275	1557	217.69556840077072	0	1556.0	1557.0
NORP83_155	1576	1575	1576.0	3568	2.549492385786802	0	40.27982233502538	163.0	0	0.9883509131423001	416	1575.0	170.90545685279187	1576	218.4873096446701	0	1576.0	1576.0
NORP83_210	1127	1125	1127.0	2541	1.515527950310559	0	41.60958296362024	164.0	0	0.9930367838556592	287	1126.0	171.35492457852706	1127	218.57675244010647	0	1126.0	1127.0
NORP83_171	1462	1462	1462.0	3143	3.133378932968536	0	38.617647058823536	168.0	0	0.9857826864164506	219	1462.0	175.1689466484268	1462	220.30506155950752	0	1462.0	1462.0
NORP83_181	6909	6907	6908.0	14570	1.6280214213344912	0	40.13156752062528	166.0	0	0.992569731864447	752	6908.0	172.62946880880008	6909	219.9885656390216	0	6909.0	6909.0
NORP83_203	1658	1658	1658.0	3501	0.9390832328106152	0	38.09469240048251	164.5	0	0.9957367128699288	185	1658.0	171.09227985524728	1658	219.87756332931244	0	1658.0	1658.0
NORP83_182	1791	1788	1791.0	3749	0.9558905639307648	0	39.98157453936349	167.0	0	0.9956897923403673	167	1791.0	174.50418760469015	1791	221.04410943606925	0	1788.0	1791.0
NORP83_151	2831	2828	2831.0	5983	2.0699399505475102	0	39.649593783115506	163.0	0	0.9905812434883708	321	2831.0	170.47721653126104	2831	219.47933592370185	0	2828.0	2831.0
NORP83_220	3054	3053	3053.0	6620	1.2387033398821221	0	40.81827111984283	168.0	0	0.9943406686571048	512	3054.0	174.50753110674526	3054	220.16666666666663	0	3054.0	3054.0
NORP83_215	2136	2135	2135.0	4668	2.375	0	41.088483146067425	166.0	0	0.9891702207330514	396	2136.0	172.58941947565543	2136	220.06460674157302	0	2136.0	2136.0
NORP83_173	2249	2246	2248.0	4861	2.1405068919519787	0	40.35126722987994	161.0	0	0.9902696789321972	363	2249.0	170.08714984437532	2249	219.51756336149398	0	2247.0	2249.0
NORP83_157	1067	1067	1067.0	2408	2.013120899718838	0	39.749765698219306	164.0	0	0.9907758791773844	274	1067.0	170.92596063730085	1067	218.80037488284907	0	1067.0	1067.0
NORP83_179	1920	1919	1920.0	4245	2.5109375	0	40.6734375	163.0	0	0.9885823860981195	405	1919.0	172.7296875	1920	219.75885416666668	0	1920.0	1920.0
NORP83_172	1652	1651	1652.0	3572	1.820823244552058	0	40.33716707021792	167.0	0	0.9917004576143094	268	1651.0	172.41404358353512	1652	219.1416464891041	0	1652.0	1652.0
NORP83_212	1574	1547	1574.0	3492	2.0520965692503177	0	31.070520965692506	168.0	0	0.9906695740947472	344	1574.0	174.46124523506992	1574	220.18678526048282	0	1547.0	1574.0
NORP83_197	2524	2524	2524.0	5517	1.9845483359746436	0	40.454437400950866	164.0	0	0.9909383576167394	469	2524.0	171.98335974643422	2524	218.8851030110935	0	2524.0	2524.0
NORP83_213	2556	2553	2556.0	5464	1.862676056338028	0	40.802425665101715	165.0	0	0.9915234111095648	352	2555.0	172.54107981220656	2556	219.75469483568074	0	2554.0	2556.0
NORP83_225	1262	1259	1262.0	2916	1.9381933438985737	0	40.59746434231378	162.0	0	0.9911194423645484	392	1262.0	169.6513470681458	1262	219.5261489698891	0	1259.0	1262.0
NORP83_175	2345	2336	2344.0	4991	2.200852878464819	0	39.64434968017058	169.0	0	0.989962714087504	301	2345.0	173.93347547974415	2345	219.18336886993603	0	2337.0	2345.0
NORP83_169	2129	2128	2128.0	4538	0.6589948332550494	0	41.65523720056365	166.0	0	0.9969945938719432	280	2129.0	173.7923907937999	2129	218.99859088774073	0	2129.0	2129.0
NORP83_223	4734	4734	4734.0	10289	1.4102239121250528	0	40.91001267427123	166.0	0	0.993590771741016	821	4734.0	173.3119983100972	4734	219.8918462188424	0	4734.0	4734.0
NORP83_226	2225	2223	2224.0	4837	1.6220224719101124	0	37.282696629213476	163.0	0	0.992584692839274	387	2225.0	170.38157303370787	2225	218.32134831460675	0	2224.0	2225.0
NORP83_176	2022	2020	2021.0	4355	1.727992087042532	0	38.651829871414435	166.0	0	0.9921593726592404	311	2022.0	174.79228486646886	2022	220.0257171117705	0	2021.0	2022.0
NORP83_229	2595	2594	2595.0	5431	0.6597302504816955	0	38.978420038535646	166.0	0	0.997018634700184	241	2595.0	172.96763005780346	2595	220.39036608863202	0	2594.0	2595.0
NORP83_186	5386	5376	5386.0	11483	2.226698848867434	0	35.56182695878203	166.0	0	0.9898747165605646	711	5386.0	173.11251392499068	5386	219.67805421463046	0	5376.0	5386.0
NORP83_177	803	801	803.0	1906	3.6687422166874217	0	32.484433374844336	165.0	0	0.9832626114771418	300	803.0	170.6662515566625	803	219.37608966376092	0	801.0	803.0
NORP83_191	2064	2063	2064.0	4533	1.8706395348837208	0	40.04748062015504	165.0	0	0.9914726705014888	405	2063.0	172.49757751937983	2064	220.04941860465115	0	2064.0	2064.0
NORP83_174	2591	2588	2591.0	5594	2.015824006175222	0	39.04052489386337	167.0	0	0.9907909389874312	412	2591.0	173.3160941721343	2591	219.18680046314162	0	2588.0	2591.0
NORP83_255	2311	2311	2311.0	4892	1.8424924275205536	0	38.28515794028559	167.0	0	0.9916450555690218	270	2311.0	172.55473820856773	2311	219.8446559930766	0	2311.0	2311.0
NORP83_237	850	844	850.0	1926	2.856470588235294	0	37.16	161.5	0	0.9869175735418116	226	849.0	167.83176470588236	850	217.88235294117646	0	845.0	850.0
NORP83_187	958	958	958.0	2155	1.1440501043841336	0	41.580375782881	161.0	0	0.9947388015843746	239	958.0	169.52818371607515	958	219.15240083507308	0	958.0	958.0
NORP83_196	720	715	720.0	1750	3.7402777777777776	0	38.0625	160.0	0	0.9828906030671812	310	717.0	166.83194444444445	720	219.20277777777775	0	718.0	720.0
NORP83_230	1288	1287	1287.0	2746	0.6700310559006211	0	41.88198757763975	164.0	0	0.996955443419444	170	1288.0	172.7336956521739	1288	219.166149068323	0	1288.0	1288.0
NORP83_184	2800	2799	2800.0	5855	1.4678571428571427	0	41.66607142857143	166.0	0	0.9933039664707872	255	2800.0	173.41285714285718	2800	220.27392857142857	0	2799.0	2800.0
NORP83_239	863	857	863.0	2100	3.181923522595597	0	35.76593279258401	162.0	0	0.9854124531686062	374	862.0	170.2236384704519	863	219.55156431054462	0	858.0	863.0
NORP83_222	2732	2730	2731.0	5881	1.9520497803806736	0	39.829795021961935	165.5	0	0.991095891829826	417	2732.0	172.67825768667643	2732	219.91654465592973	0	2731.0	2732.0
NORP83_240	2093	2092	2093.0	4506	2.4013377926421406	0	38.989010989010985	164.0	0	0.9890354050554993	320	2092.0	172.89058767319636	2093	218.93836598184424	0	2093.0	2093.0
NORP83_236	1852	1851	1852.0	3939	1.5853131749460043	0	41.682505399568036	166.0	0	0.9927623945547579	235	1851.0	173.91630669546436	1852	219.21760259179263	0	1852.0	1852.0
NORP83_192	1102	1095	1102.0	2621	4.0390199637023585	0	35.84573502722323	161.5	0	0.9815526273604581	417	1102.0	169.69056261343013	1102	219.3666061705989	0	1095.0	1102.0
NORP83_189	1404	1404	1404.0	3160	3.4643874643874644	0	39.99430199430199	162.0	0	0.9841268132325948	352	1404.0	168.81125356125358	1404	217.70584045584044	0	1404.0	1404.0
NORP83_262	1362	1362	1362.0	3086	2.960352422907489	0	40.218795888399406	162.0	0	0.9865099909227396	362	1362.0	170.2870778267254	1362	219.1938325991189	0	1362.0	1362.0
NORP83_242	799	799	799.0	1831	2.2252816020025032	0	34.709637046307876	165.0	0	0.9899444756322862	233	799.0	171.2052565707134	799	220.95744680851064	0	799.0	799.0
NORP83_190	1509	1509	1509.0	3346	2.0841616964877403	0	40.88866799204772	164.0	0	0.9904851598088662	328	1509.0	171.13253810470508	1509	218.85155732273034	0	1509.0	1509.0
NORP83_233	2361	2361	2361.0	5003	2.093180855569674	0	41.412960609911046	168.0	0	0.9905465644762308	281	2361.0	174.56204997882253	2361	221.42227869546798	0	2361.0	2361.0
NORP83_249	3540	3540	3540.0	7521	1.4807909604519771	0	40.49039548022599	166.0	0	0.9932202225459636	441	3540.0	172.73644067796607	3540	219.0409604519774	0	3540.0	3540.0
NORP83_198	1432	1432	1432.0	3032	0.9420391061452514	0	41.654329608938546	165.0	0	0.9957159765682516	168	1432.0	174.17667597765362	1432	219.68715083798887	0	1432.0	1432.0
NORP83_273	2014	2011	2014.0	4315	1.8962264150943395	0	38.075968222442896	166.0	0	0.9913464718859994	287	2014.0	172.4081429990069	2014	218.71350546176757	0	2011.0	2014.0
NORP83_194	3040	3039	3040.0	6438	1.0098684210526316	0	40.626973684210526	168.0	0	0.995402164511894	358	3040.0	174.67138157894738	3040	219.64967105263162	0	3039.0	3040.0
NORP83_288	1221	1221	1221.0	2649	1.516789516789517	0	40.14496314496314	164.0	0	0.9930039885703532	207	1221.0	172.37674037674037	1221	218.09500409500407	0	1221.0	1221.0
NORP83_193	1040	1038	1040.0	2340	2.0567307692307693	0	39.49326923076923	166.0	0	0.9905939618736074	260	1040.0	170.24134615384614	1040	218.8605769230769	0	1038.0	1040.0
NORP83_253	2598	2598	2598.0	5707	1.817167051578137	0	40.630100076982295	165.0	0	0.9917490696186559	511	2598.0	171.3171670515781	2598	219.4799846035412	0	2598.0	2598.0
NORP83_207	1283	1281	1283.0	2807	2.8752922837100545	0	37.92595479345285	166.0	0	0.9868436402953314	241	1283.0	173.0467653936087	1283	219.39438815276696	0	1281.0	1283.0
NORP83_199	2490	2490	2490.0	5357	2.5321285140562253	0	40.43012048192771	164.0	0	0.9884105659346816	377	2490.0	170.9329317269076	2490	219.13493975903614	0	2490.0	2490.0
NORP83_257	1100	1100	1100.0	2572	2.017272727272727	0	40.305454545454545	163.0	0	0.9908774373255386	372	1100.0	170.9409090909091	1100	220.61818181818185	0	1100.0	1100.0
NORP83_201	2205	2205	2205.0	4718	1.673922902494331	0	40.92244897959184	164.0	0	0.9923642054204614	308	2205.0	172.52335600907028	2205	218.8204081632653	0	2205.0	2205.0
NORP83_241	1387	1385	1387.0	2939	0.8255227108868061	0	38.10814708002884	166.0	0	0.9962551805590616	165	1387.0	175.67483777937997	1387	219.72386445565968	0	1385.0	1387.0
NORP83_268	1760	1760	1760.0	3789	1.46875	0	41.62215909090909	169.0	0	0.9933459484803489	269	1760.0	175.24545454545455	1760	219.9653409090909	0	1760.0	1760.0
NORP83_256	1570	1569	1570.0	3357	2.0968152866242042	0	33.580891719745225	169.0	0	0.9904713655565978	217	1570.0	174.0700636942675	1570	220.25414012738847	0	1569.0	1570.0
NORP83_200	1089	1087	1089.0	2522	2.604224058769513	0	39.370982552800726	164.0	0	0.9880067621896672	344	1088.0	168.168044077135	1089	218.20202020202018	0	1088.0	1089.0
NORP83_195	1410	1410	1410.0	3043	2.09290780141844	0	40.228368794326244	164.0	0	0.9904786470380676	223	1410.0	172.55602836879433	1410	219.75602836879432	0	1410.0	1410.0
NORP83_278	1796	1795	1796.0	3947	3.8635857461024505	0	38.9097995545657	166.0	0	0.982363190342926	355	1796.0	172.54899777282847	1796	219.50501113585747	0	1795.0	1796.0
NORP83_248	1458	1456	1458.0	3179	1.0411522633744856	0	41.48696844993141	168.0	0	0.9952631997072456	263	1458.0	173.20096021947873	1458	219.96913580246914	0	1456.0	1458.0
NORP83_202	1517	1515	1517.0	3311	0.8213579433091628	0	40.44495715227423	164.0	0	0.996235092278295	277	1516.0	172.50494396835862	1517	219.21951219512195	0	1515.0	1517.0
NORP83_272	1337	1335	1337.0	2831	1.4397905759162304	0	37.055347793567684	167.0	0	0.9934416977330668	157	1337.0	173.02916978309648	1337	219.44727000747943	0	1335.0	1337.0
NORP83_247	3639	3638	3639.0	7850	1.1657048639736192	0	41.37922506183018	165.0	0	0.9946949342461046	572	3639.0	172.92690299532842	3639	220.37510305028854	0	3638.0	3639.0
NORP83_185	6816	6815	6815.0	14238	1.093456572769953	0	41.14671361502347	167.0	0	0.9950266660062684	606	6816.0	173.8478579812207	6816	219.85093896713616	0	6816.0	6816.0
NORP83_208	1739	1739	1739.0	3762	1.508913168487637	0	40.51178838412881	166.0	0	0.9931576578651984	284	1739.0	172.92006900517535	1739	219.09373202990227	0	1739.0	1739.0
NORP83_219	3250	3249	3249.0	6807	1.3612307692307692	0	40.42738461538462	165.0	0	0.9938228320964254	307	3250.0	172.62523076923077	3250	219.9316923076923	0	3250.0	3250.0
NORP83_301	931	929	931.0	2108	2.2395273899033303	0	38.877551020408156	165.0	0	0.9896862208893406	246	930.0	172.26638023630505	931	218.79806659505908	0	930.0	931.0
NORP83_166	3956	3956	3956.0	8369	1.7060161779575334	0	41.55460060667341	166.0	0	0.9922291622807786	457	3956.0	173.6825075834176	3956	219.7826086956522	0	3956.0	3956.0
NORP83_282	1481	1481	1481.0	3217	1.99594868332208	0	41.498987170830524	165.0	0	0.990947724757198	255	1481.0	171.60567184334909	1481	220.11613774476703	0	1481.0	1481.0
NORP83_228	749	747	749.0	2212	5.803738317757009	0	35.08544726301736	152.0	0	0.9733620893214059	714	747.0	160.25100133511347	749	218.05607476635518	0	749.0	749.0
NORP83_267	4195	4193	4195.0	8994	2.3132300357568534	0	40.22336114421931	165.0	0	0.9894622382560384	604	4195.0	172.0905840286055	4195	219.6998808104887	0	4193.0	4195.0
NORP83_217	1223	1221	1222.0	2616	0.3744889615699101	0	41.44644317252657	164.0	0	0.9982573374908588	170	1222.0	170.60425183973834	1223	218.8773507767784	0	1223.0	1223.0
NORP83_211	8083	8083	8083.0	16963	1.1527898057651862	0	41.373623654583696	166.0	0	0.9947651862019956	797	8083.0	173.73042187306694	8083	219.6455523939132	0	8083.0	8083.0
NORP83_250	1498	1494	1498.0	3367	2.2930574098798395	0	40.63618157543391	162.5	0	0.9894741364897452	371	1497.0	170.08411214953267	1498	218.23765020026698	0	1495.0	1498.0
NORP83_265	1989	1988	1989.0	4348	2.5465057817998997	0	38.96229260935143	166.0	0	0.9883366325353647	370	1989.0	171.92860734037205	1989	219.26847662141782	0	1988.0	1989.0
NORP83_284	4692	4676	4692.0	10256	2.3610400682011936	0	38.21845694799659	165.0	0	0.9892173140503844	872	4689.0	170.9228473998295	4692	219.3365302642796	0	4679.0	4692.0
NORP83_209	1170	1165	1170.0	2519	2.109401709401709	0	37.517094017094024	163.0	0	0.99044341659956	179	1169.0	170.7051282051282	1170	220.4965811965812	0	1166.0	1170.0
NORP83_206	1675	1674	1675.0	3566	0.5940298507462687	0	41.54149253731343	165.0	0	0.9972959109940598	216	1675.0	170.8722388059701	1675	219.5808955223881	0	1674.0	1675.0
NORP83_293	1146	1145	1146.0	2461	1.0453752181500873	0	41.095986038394415	163.5	0	0.9952236475962716	169	1146.0	171.53315881326353	1146	218.8952879581152	0	1145.0	1146.0
NORP83_263	1297	1296	1297.0	2736	1.865844255975328	0	41.48111025443331	169.0	0	0.9915210686171068	142	1297.0	175.20585967617578	1297	219.42482652274484	0	1296.0	1297.0
NORP83_218	1083	1081	1083.0	2443	3.085872576177285	0	37.91043397968605	160.0	0	0.9859462411109128	277	1083.0	166.71191135734068	1083	219.3444136657433	0	1081.0	1083.0
NORP83_286	1442	1440	1442.0	3079	1.7052704576976419	0	41.392510402219145	169.0	0	0.9922773437119882	195	1442.0	175.6331484049931	1442	220.7628294036061	0	1440.0	1442.0
NORP83_280	700	697	700.0	1759	4.715714285714285	0	36.80142857142857	158.0	0	0.9784517016214376	359	700.0	166.10571428571433	700	219.38857142857142	0	697.0	700.0
NORP83_227	2423	2422	2423.0	5220	1.8650433347090385	0	36.97647544366488	165.0	0	0.991517917861902	374	2423.0	172.24515063970284	2423	220.0895583986793	0	2422.0	2423.0
NORP83_205	1381	1379	1380.0	3017	1.4793627805937726	0	40.968139029688636	165.0	0	0.9932651122287212	255	1380.0	173.47284576393918	1381	219.72700941346852	0	1381.0	1381.0
NORP83_214	4743	4734	4743.0	10146	1.572000843348092	0	40.99262070419566	166.0	0	0.992855119599056	660	4741.0	173.57263335441704	4743	219.94539321104787	0	4736.0	4743.0
NORP83_312	2369	2350	2368.0	6009	1.7256226255804137	0	37.58294639088223	160.0	0	0.9920383373515086	1271	2368.0	167.95652173913044	2369	218.15027437737442	0	2352.0	2369.0
NORP83_246	7113	7111	7112.0	15124	1.9245044285111768	0	41.11823421903557	165.0	0	0.9912327176834332	898	7112.0	172.87881344017998	7113	219.6160551103613	0	7113.0	7113.0
NORP83_299	2250	2240	2250.0	5369	3.0164444444444443	0	38.49111111111111	162.5	0	0.9861832065693784	869	2248.0	169.49111111111108	2250	219.60533333333333	0	2242.0	2250.0
NORP83_234	1360	1360	1360.0	2875	0.9117647058823528	0	39.39558823529412	165.0	0	0.9958177291261898	155	1360.0	171.97941176470587	1360	218.93161764705883	0	1360.0	1360.0
NORP83_303	1527	1457	1526.0	3205	0.8533071381794368	0	33.86574983628029	170.0	0	0.9961207207103372	151	1527.0	177.53634577603142	1527	220.2927308447937	0	1458.0	1527.0
NORP83_235	1542	1542	1542.0	3302	2.4357976653696496	0	41.0745784695201	168.0	0	0.9889797425424128	218	1542.0	175.4526588845655	1542	221.2198443579766	0	1542.0	1542.0
NORP83_274	3452	3450	3452.0	7199	0.3739860950173812	0	40.66019698725378	168.0	0	0.9982919807794756	295	3452.0	173.68279258400923	3452	218.96060254924683	0	3450.0	3452.0
NORP83_277	2195	2189	2195.0	4810	1.4350797266514803	0	35.95763097949886	166.0	0	0.9934866718349726	420	2195.0	174.70387243735763	2195	219.66195899772208	0	2189.0	2195.0
NORP83_271	2441	2441	2441.0	5174	1.7140516181892669	0	40.35886931585416	165.0	0	0.9921860530784402	292	2441.0	173.15239655878742	2441	219.6042605489553	0	2441.0	2441.0
NORP83_325	1476	1474	1476.0	3159	1.1050135501355014	0	39.02845528455285	165.0	0	0.9949743162856842	207	1476.0	171.6592140921409	1476	219.53387533875335	0	1474.0	1476.0
NORP83_221	1751	1751	1751.0	3815	1.8560822387207307	0	38.547687035979436	166.0	0	0.9914868313452742	313	1751.0	174.04511707595663	1751	219.57738435179897	0	1751.0	1751.0
NORP83_290	810	808	810.0	2068	3.5530864197530865	0	37.995061728395065	161.0	0	0.9835883462251062	448	810.0	168.95679012345678	810	216.7456790123457	0	808.0	810.0
NORP83_231	1809	1809	1809.0	3878	1.0320619126589277	0	41.427860696517406	168.0	0	0.9952804160139498	260	1809.0	174.95356550580433	1809	220.11940298507463	0	1809.0	1809.0
NORP83_269	2401	2399	2400.0	5081	1.8221574344023324	0	41.52311536859642	163.0	0	0.991750497859606	279	2401.0	170.8221574344023	2401	219.8992086630571	0	2400.0	2401.0
NORP83_243	1749	1741	1749.0	3801	2.0200114351057747	0	35.865065751858204	167.0	0	0.9908026618233388	303	1749.0	172.88107489994286	1749	219.72841623785018	0	1741.0	1749.0
NORP83_310	4284	4278	4283.0	9058	1.469187675070028	0	40.810457516339866	166.0	0	0.9933117312842932	490	4284.0	173.0298786181139	4284	220.2938842203548	0	4279.0	4284.0
NORP83_285	2086	2082	2086.0	4499	1.4012464046021094	0	40.53211888782359	168.5	0	0.9936389879954576	327	2086.0	175.57190795781398	2086	220.07046979865768	0	2082.0	2086.0
NORP83_254	1560	1559	1560.0	3380	2.051282051282051	0	40.01538461538462	163.0	0	0.9907074015429752	260	1560.0	171.06217948717952	1560	219.16025641025644	0	1559.0	1560.0
NORP83_216	2336	2336	2336.0	4964	1.3754280821917808	0	41.732876712328775	168.0	0	0.9937616322908364	292	2336.0	175.6673801369863	2336	220.87585616438355	0	2336.0	2336.0
NORP83_297	5719	5718	5718.0	12018	0.5684560237803812	0	40.805735268403566	166.0	0	0.9973998755680336	580	5719.0	173.30302500437142	5719	219.65518447281	0	5719.0	5719.0
NORP83_328	1399	1399	1399.0	2975	2.1808434596140103	0	41.283059328091504	164.0	0	0.9901026148675524	177	1399.0	172.98141529664042	1399	220.4281629735525	0	1399.0	1399.0
NORP83_304	3107	3093	3105.0	6600	2.0379787576440296	0	38.720952687479894	166.0	0	0.9907282350588316	386	3107.0	172.92243321532024	3107	219.2803347280335	0	3095.0	3107.0
NORP83_316	1542	1542	1542.0	3311	1.308041504539559	0	40.53955901426719	167.0	0	0.9940427071331926	227	1542.0	174.12516212710761	1542	219.65629053177693	0	1542.0	1542.0
NORP83_320	1031	1029	1031.0	2388	3.0193986420950534	0	39.283220174587775	163.0	0	0.986171172474824	326	1030.0	168.98642095053347	1031	218.9369544131911	0	1030.0	1031.0
NORP83_258	1728	1724	1728.0	3740	3.317708333333333	0	34.679398148148145	166.0	0	0.9849623552464309	284	1728.0	172.1712962962963	1728	220.41377314814812	0	1724.0	1728.0
NORP83_252	2607	2607	2607.0	5728	2.5665515918680475	0	39.64978902953587	163.0	0	0.9883409974482912	514	2607.0	172.80935941695438	2607	220.35366321442268	0	2607.0	2607.0
NORP83_308	1560	1559	1560.0	3388	1.7852564102564104	0	40.317307692307686	164.0	0	0.9918169019496388	268	1560.0	172.13012820512822	1560	218.60576923076923	0	1559.0	1560.0
NORP83_294	2742	2702	2742.0	5794	1.5495988329686359	0	40.23194748358862	165.0	0	0.9929471169632637	310	2742.0	173.2432530999271	2742	219.84500364697303	0	2702.0	2742.0
NORP83_224	1764	1763	1763.0	3967	3.4348072562358283	0	39.52380952380953	165.0	0	0.9843508722178528	439	1764.0	171.0946712018141	1764	219.5379818594104	0	1764.0	1764.0
NORP83_244	1515	1515	1515.0	3275	1.1848184818481848	0	41.28316831683168	165.0	0	0.9946095944965352	245	1515.0	170.76501650165017	1515	219.9907590759076	0	1515.0	1515.0
NORP83_344	3528	3528	3528.0	7510	1.64937641723356	0	40.751984126984134	165.0	0	0.9924634758944711	454	3528.0	172.85742630385488	3528	219.5651927437642	0	3528.0	3528.0
NORP83_232	1633	1628	1632.0	3541	2.4586650336803433	0	40.18799755052051	166.0	0	0.9888237200823824	275	1633.0	173.25290875688916	1633	219.8707899571341	0	1629.0	1633.0
NORP83_292	1660	1656	1659.0	3593	2.075903614457831	0	40.28373493975904	169.0	0	0.9904611541725796	273	1660.0	173.38072289156628	1660	217.93855421686746	0	1657.0	1660.0
NORP83_306	2035	2035	2035.0	4301	1.663882063882064	0	41.452088452088454	165.0	0	0.992412703951156	231	2035.0	172.2963144963145	2035	219.1945945945946	0	2035.0	2035.0
NORP83_260	1801	1801	1801.0	3837	1.6840644086618546	0	40.206551915602454	168.0	0	0.9923451038663168	235	1801.0	175.7917823431427	1801	219.7068295391449	0	1801.0	1801.0
NORP83_346	1931	1741	1930.0	4178	1.4728120145002592	0	29.682030036250648	165.0	0	0.993278790882699	316	1930.0	172.31745209735885	1931	220.18280683583637	0	1743.0	1931.0
NORP83_300	1571	1568	1571.0	3402	2.0070019096117124	0	36.8160407383832	166.0	0	0.9908628742774612	260	1569.0	174.0770210057288	1571	219.40292807129217	0	1570.0	1571.0
NORP83_264	2210	2207	2210.0	4737	1.5027149321266968	0	41.13393665158371	166.0	0	0.9931702147861348	317	2210.0	173.541628959276	2210	220.2352941176471	0	2207.0	2210.0
NORP83_251	2567	2560	2567.0	5500	2.5823918971562136	0	39.76236852356837	167.0	0	0.9882593331835582	366	2566.0	173.63576158940396	2567	219.9610440202571	0	2561.0	2567.0
